0.707f02+0.707f01,-0.707f02+0.707f01,class
-0.444245,-1.776359,-1
-1.343611,-0.381958,1
-0.760112,1.035895,-1
1.833518,-0.76851,-1
-0.045504,-0.14546,1
1.492035,0.035476,-1
-0.643652,-1.704247,-1
-1.536661,-0.401066,1
-0.065684,1.304661,1
0.825369,2.088238,-1
-2.333642,-0.891174,1
-1.489927,0.390929,-1
-1.461643,0.376789,-1
1.09257,0.8734,-1
-0.864169,-0.331007,1
0.837265,0.499305,1
1.020437,0.804095,-1
1.051759,-1.02703,-1
-1.273604,-0.367103,-1
-0.856269,1.208428,-1
-1.301913,-0.664102,1
1.311776,0.795633,-1
0.39891,0.487886,1
1.568366,-0.467998,1
-1.371813,0.678743,-1
1.325918,0.781491,-1
0.758853,0.628634,-1
-0.174733,-0.587642,1
-0.290572,1.065632,-1
-0.487302,-0.780008,1
-1.569926,-0.777972,1
-1.168899,0.243871,-1
-0.854202,0.523214,-1
-1.821666,-0.766678,1
0.965823,-1.268524,-1
-1.633492,0.190799,-1
-1.327321,-0.046068,1
-0.767889,1.056401,-1
-1.909298,-0.099149,1
1.511748,-1.061997,1
-0.959577,0.371172,-1
0.923505,0.116045,-1
2.24872,0.664887,1
-0.021355,-1.477914,-1
-1.442524,0.707023,-1
-1.625095,-0.934961,1
-1.937602,-0.339577,1
-0.644928,0.040964,1
2.793227,0.813428,1
-1.414277,0.226173,-1
2.425493,0.516402,1
-0.67954,0.511207,-1
-1.137106,-0.110402,-1
-1.409416,-0.896051,1
0.948989,0.456886,-1
-0.021114,1.562769,1
-0.200932,-1.036675,1
1.873892,0.077934,-1
1.24528,0.480245,-1
1.369644,-0.680862,-1
-0.691833,0.654471,-1
0.464621,0.714952,1
-1.306731,0.998373,-1
-1.562784,0.120091,-1
-0.788211,0.710822,-1
2.149665,-0.042257,1
-1.41218,-0.087088,-1
-0.043923,0.173882,1
1.191235,1.114188,-1
1.388128,0.563698,-1
-1.311048,0.067783,-1
0.053686,-0.408719,1
-0.64923,-0.704357,1
-0.574142,0.953175,1
-1.405865,-0.701588,1
-0.879656,0.562812,-1
-0.124126,-0.004746,1
-0.279626,-0.286149,1
0.971541,-0.49916,-1
-1.508299,0.57054,-1
0.023925,-1.189399,-1
-1.428402,0.452455,-1
-1.112386,-0.485889,1
0.507589,-1.401501,-1
-0.908722,-0.901711,1
0.250384,1.029611,1
-1.351402,-0.52975,1
0.104537,-1.212021,-1
0.405078,-1.108048,-1
-0.275181,-1.028903,-1
-0.903862,-1.500612,-1
-0.570007,-0.410182,1
-1.564964,-0.627352,1
-2.052191,-0.762453,1
-1.384564,0.397302,-1
1.633488,0.36077,-1
-0.796364,-1.339377,-1
1.085222,0.951467,-1
0.030459,0.956758,1
-1.57619,0.488507,-1
1.609354,-0.794692,1
1.314463,-0.990592,-1
1.254438,0.032629,-1
-1.021883,-0.618823,1
-1.053601,0.68584,-1
-0.467381,0.748821,-1
1.046064,1.174495,-1
-0.812491,0.400883,-1
-0.282293,-1.542284,-1
0.167901,-0.254908,1
1.64897,-0.585377,-1
1.675096,-1.068348,1
0.323181,0.545228,1
-0.487871,0.968739,-1
-1.152629,0.318121,-1
0.52619,1.326629,1
1.519542,-0.870362,1
-1.024298,1.0404,-1
1.078286,-0.915654,1
0.268728,0.502089,1
-0.496548,-1.455323,-1
-1.221204,0.546521,-1
-1.43693,-0.090626,-1
-1.548716,-0.82747,1
1.905654,-0.668091,1
0.921286,-1.115079,-1
2.559886,0.990194,1
1.625653,-0.354145,1
-1.009459,0.899681,-1
2.559865,0.721482,1
1.032427,0.410222,-1
-1.105238,0.492787,-1
0.912326,1.831555,-1
-0.09887,1.923402,1
1.9205,-0.723954,-1
0.021857,-0.509842,1
-1.212712,0.62572,-1
2.55279,0.686125,1
0.198171,-0.200597,1
-0.864873,-0.283629,1
-1.187282,0.283469,-1
-0.303627,-0.3753,1
2.177968,0.169886,1
0.356976,-1.311707,-1
0.282978,1.866862,1
0.03387,-0.620861,1
1.433378,0.476017,-1
-1.774927,0.091789,-1
-0.882497,0.404413,-1
0.770073,0.32888,-1
0.62295,-0.159055,-1
-1.535942,-0.246203,-1
-0.121048,-1.321645,-1
1.235372,0.377002,-1
-1.160803,-1.102232,1
-0.322434,0.548713,1
-1.639845,0.325861,-1
-0.647648,0.513401,-1
-0.062309,-0.731182,1
1.413649,-1.414645,1
1.695068,1.105388,-1
-1.279259,-0.347303,1
1.028735,1.121105,-1
-1.21582,-1.117935,1
-0.832226,1.21833,-1
1.16252,0.157077,-1
-1.279187,0.573387,-1
1.367519,-0.725412,1
-1.08118,0.686544,-1
-0.863646,0.918219,-1
-0.259591,0.274986,1
0.115138,-1.289098,-1
-0.042331,1.527411,1
-0.160342,-0.131044,1
-1.221884,0.885238,-1
2.673033,1.060916,1
-1.505529,-0.177609,-1
-1.24599,0.087588,-1
-0.558407,0.52345,-1
1.207037,-0.249522,-1
-1.434091,0.050802,1
-0.865474,1.057808,-1
-1.332981,-0.081425,-1
0.725353,-1.834251,-1
0.752469,1.270076,-1
0.344256,-1.211295,-1
-1.147027,-0.366386,1
-1.062169,-0.345165,1
1.057186,0.526901,-1
0.946395,-1.047545,-1
1.225425,-0.216992,-1
1.110941,0.685304,-1
1.16321,-0.051528,-1
0.120994,1.232548,1
0.864915,1.41222,-1
-0.398238,-1.228325,-1
-0.653454,-0.46676,1
1.482766,-0.935422,-1
0.007171,1.562772,1
-0.273571,1.437586,-1
0.589132,0.521136,1
-1.08765,-0.652064,1
1.688584,-0.404347,1
-1.880969,0.452419,-1
-0.630207,-1.590397,-1
1.222591,-0.290535,-1
1.614316,-0.648314,1
-1.09119,-0.705099,1
1.247326,-0.477924,-1
-0.133746,-0.038831,1
1.093399,-1.169232,-1
1.834173,-1.43251,-1
-0.219099,1.732466,1
1.224764,0.359323,-1
0.615976,1.067118,1
2.326469,0.205255,1
-0.158361,0.766524,1
-0.354993,0.158372,1
1.363386,0.65916,-1
-0.678049,1.48564,-1
-0.683183,-0.844373,1
2.206263,0.297173,1
-0.023248,1.405078,1
0.539487,0.464703,1
0.637011,-1.201372,-1
0.600968,-0.926299,-1
1.987062,0.431511,1
-0.738427,-1.948923,-1
0.140632,-0.815315,1
1.667376,-0.326563,-1
1.284795,-0.596012,-1
-0.134383,-0.048095,1
1.333606,-0.363361,-1
1.379549,-0.61439,-1
-0.647777,-0.215019,1
1.382397,1.418059,-1
-0.373517,-1.592498,-1
1.054691,1.165869,-1
-0.61456,-0.449078,1
-0.157755,-0.504199,1
-0.809789,-1.198658,-1
1.199952,-0.426307,-1
-1.105963,0.258725,-1
1.873829,-0.714057,-1
-1.263025,-0.717134,1
-0.567152,-0.066514,1
0.877497,-0.441889,-1
-1.18162,0.345697,-1
0.765104,0.080675,-1
-0.297833,-1.32873,-1
0.475872,-0.085524,1
2.871023,0.961933,1
-0.8825,0.364813,-1
-1.166748,0.62926,-1
-1.044419,0.553606,-1
-0.226259,0.609534,1
-0.743137,-0.699556,1
-1.144921,-0.566505,1
-0.859613,0.950536,-1
1.681516,-0.368991,1
1.369013,0.27165,-1
1.653223,-0.467992,-1
-0.050147,1.050094,1
0.239746,0.642807,1
1.128491,-0.936157,1
-1.271514,-0.76522,1
0.458279,0.998513,1
0.117307,-0.67884,1
0.291949,-0.935516,-1
-1.732512,-0.077921,1
-1.058561,0.567747,-1
2.340654,0.742679,1
-0.759511,-0.305541,1
1.096729,-0.188717,-1
2.121383,0.000169,1
-0.105932,2.043615,1
1.052295,1.267272,-1
-0.046773,-0.098931,1
1.767797,-0.240285,1
-1.62642,0.197871,-1
0.063497,-1.534478,-1
-0.889518,1.033763,-1
1.322275,-1.463594,1
1.09604,0.048173,-1
1.638475,0.82253,-1
-0.459005,-0.638578,1
-0.106061,0.414374,1
-0.396714,0.166147,1
-0.142826,0.494985,1
-0.40738,-0.589782,1
1.865355,-0.566974,1
0.517546,-0.678808,1
0.193531,0.141656,1
0.19974,-0.199028,1
2.516761,1.118182,1
-0.413089,-1.241762,-1
1.052999,1.238279,-1
1.496177,-1.247268,-1
-0.410096,0.83156,-1
1.651053,-1.07825,-1
1.301724,-1.130606,-1
0.494995,0.30128,1
-0.922087,0.52038,-1
0.900888,0.264541,-1
-1.531654,0.32092,-1
1.377513,0.461163,-1
-0.768126,0.745049,-1
0.460218,-1.307456,-1
0.162488,-1.633469,-1
-0.767284,-0.232707,1
1.088193,-0.820897,-1
0.425796,1.568462,1
-0.495538,0.587733,-1
0.501327,-0.105322,1
1.39588,0.230638,-1
-0.127458,-1.895132,-1
0.047273,-1.026049,1
1.333588,-0.589644,1
1.098629,-1.107435,-1
-0.996314,0.799693,-1
1.529437,-0.931175,-1
0.521065,-0.887413,-1
1.08971,0.480233,-1
0.683702,-0.942556,-1
-1.333617,0.81593,-1
0.786426,1.448277,-1
0.40656,-0.246757,1
-0.768054,-1.028235,1
1.373251,0.210836,-1
-0.541134,-1.919915,-1
-0.585428,1.30957,-1
-1.670345,-0.847279,1
-0.737644,-0.987926,1
0.83019,0.462534,-1
0.956778,0.599021,-1
-0.662195,0.76613,-1
-0.116044,-0.632187,1
-1.605177,0.558511,-1
-0.461059,0.214934,1
0.252125,-0.204624,1
-1.42841,0.353456,-1
-0.811026,1.041548,-1
-0.233477,-1.251647,-1
-1.22486,-0.9816,1
1.072037,0.540338,-1
0.63286,-0.033184,-1
2.255795,0.700244,1
-1.235372,0.221237,-1
1.02463,0.178988,-1
0.798189,0.870761,-1
-1.00194,1.204174,-1
0.308399,1.402983,1
-0.32513,2.220381,1
-0.299041,0.378366,1
0.285717,0.732616,1
1.114429,0.087774,-1
-1.203605,-0.465389,1
0.914356,0.669731,-1
-1.357735,-0.141533,1
0.198114,1.767856,1
-1.113736,0.328731,-1
0.875441,0.387581,-1
-0.771374,0.81251,-1
0.211978,-1.753678,-1
-1.675938,-0.035488,1
0.825966,0.701545,-1
1.452419,-0.173839,-1
-1.035231,0.492086,-1
-1.141309,0.40015,-1
-0.955471,-1.349996,1
2.694223,0.75685,1
0.178759,-1.54649,-1
-0.424146,2.008233,1
2.298189,0.275966,1
0.389034,1.675944,1
1.866797,-0.226134,1
0.250931,-0.989262,1
-0.772248,-0.40737,1
-1.423465,0.287693,-1
-0.163449,-0.976566,1
-0.029695,0.359224,1
0.201458,-0.663983,1
0.617859,-1.941744,-1
-0.188731,1.239595,1
0.699377,0.549501,1
1.364103,0.785737,-1
-2.071926,0.06348,1
1.204117,-1.412053,-1
0.418778,0.451046,1
-1.273585,-0.122434,1
0.994951,0.433554,-1
1.612844,-1.371007,1
1.397237,-0.497712,1
0.331516,-1.351309,-1
-0.172447,1.482144,1
-1.556391,0.480023,-1
-0.239736,0.088374,1
-0.754621,-1.055812,1
1.529437,-0.931175,1
0.085426,-1.441842,-1
1.018864,-1.201342,-1
-1.119484,-0.818243,1
-1.425551,0.738138,-1
1.150539,0.673993,-1
-2.248723,-0.099176,1
0.93229,-0.920234,-1
1.796072,-0.367567,1
-0.284423,-1.653304,-1
-0.082653,1.331531,1
-0.805544,-1.174615,1
1.317396,0.323266,-1
-0.079243,-0.257402,1
0.559927,0.513567,1
-0.398453,-0.369579,1
-1.0593,0.166802,-1
-2.170964,-0.431523,1
-0.798816,0.742643,-1
0.586794,-1.322296,-1
0.013991,-1.62641,-1
-0.432006,0.977936,-1
-1.760806,-0.191065,1
-1.425429,-1.304352,1
0.814622,0.321105,-1
-1.18655,0.595316,-1
-0.818407,0.694768,-1
1.418475,-0.193642,-1
-1.496292,0.384565,-1
0.82867,0.910999,1
-0.290604,0.66115,-1
-1.817392,-0.374924,1
-1.072765,-0.214346,1
1.315939,-0.211328,-1
-0.951766,0.787675,-1
0.145003,-0.091137,1
0.854317,1.521825,-1
-0.505028,-1.390267,-1
-1.750922,-0.384819,1
2.177949,-0.07054,1
2.255798,0.742672,1
1.023799,-1.394389,1
-0.810425,-0.299888,1
1.129377,1.331627,-1
1.970656,-1.352593,-1
-1.641365,-1.003554,1
-1.184222,-1.17782,1
1.177413,0.703694,-1
-0.655688,0.786779,-1
-1.845676,-0.360784,1
1.123594,-0.259429,-1
1.583993,0.410265,-1
2.446718,0.664902,1
-0.185221,0.907949,1
0.88676,0.44981,-1
0.033819,-1.270012,-1
-0.905304,-0.961704,1
-1.085407,0.880299,-1
-0.523924,1.102384,-1
1.310937,-0.866843,-1
0.754825,0.65105,-1
-1.51406,-0.748975,1
-1.393853,-0.826751,1
-0.258735,1.268582,1
0.921367,-0.088318,-1
0.866238,0.259589,1
-0.89597,-0.067247,1
-1.337161,0.713395,-1
-1.506296,-0.926466,1
-0.75303,1.170251,-1
0.569289,0.859216,1
-1.337212,0.060002,-1
-1.526101,-0.991524,1
-0.049313,-0.02553,1
1.523061,-1.078967,-1
-0.350724,0.487897,1
0.273198,0.274146,1
-0.723421,0.034594,1
-1.440504,-0.567943,1
-1.243233,-0.821789,1
-0.345888,-0.946881,1
2.284091,0.841673,1
-0.425132,-0.437664,1
1.285565,0.199515,-1
-1.869763,-0.916594,1
-0.070868,-1.654702,-1
1.393774,0.416614,-1
-0.136386,1.447497,1
-0.016567,-0.017118,1
-1.364041,0.601666,-1
0.105923,-1.56276,-1
-0.781568,-2.018933,-1
1.094521,-1.281242,1
-0.489238,1.561318,-1
-1.650558,-1.008505,1
1.90216,-0.148347,1
-0.169586,1.895111,1
2.538669,0.954835,1
1.10173,0.45407,-1
1.845581,-0.24735,-1
-1.281971,1.136267,-1
2.814415,0.495219,1
-0.842216,0.077012,1
-0.077773,0.452562,1
-1.883174,-0.606163,1
-1.825097,0.550716,-1
-2.609368,-0.176989,1
1.743707,-0.830038,1
-0.643437,1.011154,-1
-0.973085,-0.540327,1
0.835213,1.385346,-1
0.999205,0.584881,-1
-0.324696,-1.231148,1
0.832413,1.741742,-1
-0.550788,1.188653,-1
-1.047935,0.804639,-1
0.016386,0.044552,1
-0.204493,-1.351351,-1
-0.094151,-0.994946,-1
-0.34677,-0.479252,1
1.233257,0.449837,-1
0.035929,-1.406489,-1
-2.340691,-0.615392,1
1.282749,0.357913,-1
-0.663308,0.110262,1
-0.750971,0.393109,-1
-2.220587,-1.994297,-1
-1.492814,-0.345906,1
1.193665,0.546004,-1
0.053784,0.82594,1
0.579805,-0.292707,1
0.637229,1.555043,-1
-2.376024,-0.311326,1
-1.245964,0.408627,-1
0.575495,-1.135613,-1
1.417741,-0.533774,1
-1.370476,-0.298518,1
-1.090397,0.380354,-1
0.263075,0.562902,1
-0.672964,-0.673551,1
1.810252,0.099143,1
-0.537602,-1.965878,-1
0.927088,0.713574,1
-0.354879,1.596685,1
-0.553044,-0.504937,1
1.965808,-0.070557,1
1.014713,-0.038811,-1
-1.363337,0.559945,-1
-0.341481,1.12927,1
-1.560047,-1.04244,1
-1.478701,-1.61882,-1
-0.264371,1.531636,1
-0.589744,0.391708,1
1.43466,-1.195652,1
0.129315,-0.84643,1
1.064115,-1.269223,-1
1.056471,0.428609,-1
-0.255396,-1.215585,-1
1.214135,0.085661,-1
-1.699952,0.322321,-1
-0.637114,0.484339,1
0.957646,0.838598,-1
-1.436203,0.161822,-1
1.439702,-0.030999,-1
2.503299,0.792191,1
-0.379138,-1.134274,1
-0.028194,1.456698,1
-0.405826,1.178057,-1
0.725568,0.886807,-1
-1.275663,0.421353,-1
0.364053,-1.248064,-1
-0.648554,-1.105303,1
0.841563,1.20927,-1
-0.606023,0.201487,1
-1.531691,-0.151447,-1
-1.391637,0.376087,-1
1.230409,0.212239,-1
1.131353,-0.509047,-1
0.79196,-0.106006,-1
-0.266001,-1.190836,-1
-0.76103,-1.629299,-1
0.093282,-0.453972,1
-0.323773,1.500518,1
-0.612463,-0.763754,1
-0.176942,-1.70421,-1
-2.298233,-0.233535,1
-0.258174,-0.586235,1
1.282715,-0.073439,-1
-1.516109,0.166765,-1
-0.440179,0.463494,1
2.373206,1.035436,1
1.415586,-0.960177,1
1.204963,0.350836,-1
1.480001,-0.132116,1
-0.577656,1.232493,-1
1.387402,0.323979,-1
-1.411526,-0.752503,1
1.537255,-0.428401,-1
-0.338683,0.737517,1
-1.326587,0.285579,-1
-1.128579,0.412879,-1
0.391781,0.650597,1
0.777923,1.230479,1
-0.606725,0.268665,-1
-0.86622,0.562106,-1
0.315322,-0.465269,1
0.762344,0.949038,-1
-1.165384,-0.005748,-1
1.418437,-0.674494,-1
1.261464,-0.534493,-1
-0.670229,2.016699,1
1.654688,0.183987,-1
1.895101,0.014294,1
-0.603298,-1.108128,1
-0.695979,-1.694351,-1
-0.277041,-0.404714,1
-0.024682,1.154752,1
1.83986,-1.059142,-1
1.626382,-0.084726,-1
-0.311538,-0.272624,1
-0.833683,0.679493,-1
-0.881057,0.73111,-1
1.227616,0.653492,-1
-0.591879,-0.679674,1
-1.687901,0.702053,-1
-0.680408,-1.511909,-1
0.564328,0.725567,-1
1.23819,0.24689,-1
0.635572,-1.513926,-1
0.041791,1.183043,1
0.018264,-1.233242,-1
1.179543,0.814715,-1
0.188032,-0.538821,1
-1.058705,-1.260905,1
-1.286303,-0.002222,-1
0.686598,-0.086922,1
1.249442,-0.546516,-1
-0.740308,1.098124,-1
0.315263,-1.212004,-1
0.166651,0.032755,1
0.763056,1.019044,1
-0.120322,-1.08334,-1
-0.954623,0.421379,-1
0.584128,0.728397,1
-0.9222,0.887949,-1
-0.243351,-0.923537,1
0.895959,0.532545,-1
0.480732,-1.216234,-1
0.405246,1.023259,1
-1.191503,0.56208,-1
-1.294028,0.685821,-1
0.886766,0.527595,-1
0.989929,-0.46663,-1
1.446097,0.350148,-1
-0.268135,-1.358427,-1
0.225464,-1.116548,-1
-1.402951,0.378915,-1
-1.012666,-0.302733,1
-0.552296,0.00915,1
0.67102,0.536841,1
-0.510688,-1.427039,-1
0.448389,1.121554,1
1.902133,-0.487772,1
1.108784,0.237687,-1
1.248875,1.226273,-1
-0.701515,0.726811,-1
1.165918,1.097073,-1
-0.29001,-0.773628,1
1.42627,0.016378,-1
1.76074,-0.049359,-1
-0.41576,0.746704,1
-1.296895,0.187997,-1
1.079744,-0.362674,-1
0.816822,1.318874,-1
-1.120058,0.85979,-1
0.284837,-1.454554,-1
-1.435509,-0.007184,-1
1.888011,-0.219061,-1
0.439494,0.420428,1
2.16385,0.481025,1
0.262275,-0.618722,1
1.464373,-1.024522,-1
-0.381718,2.008236,1
-2.213392,-0.431527,1
0.580794,0.600193,-1
0.240397,-0.069279,1
-0.485685,1.776995,1
-0.252921,-0.331241,1
0.130867,0.894538,1
-0.938383,0.119433,1
-1.225431,0.740275,-1
0.549117,0.629042,1
-0.062663,0.166456,1
0.975222,1.330201,-1
-1.670344,-0.833137,1
-0.82093,0.989219,-1
2.432596,0.91947,1
1.084708,-0.189425,-1
0.442757,1.43835,-1
1.876598,-1.474935,-1
-1.028338,0.923227,-1
-0.980816,0.057202,-1
-1.359832,0.167485,-1
-0.845699,0.738184,-1
0.60395,1.008424,1
1.176584,-0.831497,-1
1.926826,-1.198441,-1
0.994899,-0.217011,-1
-0.523428,-1.569881,-1
0.538103,-0.047334,1
0.661186,0.473127,-1
0.063494,-1.576906,-1
0.560141,0.535984,1
-0.727097,-1.748096,-1
-1.520343,0.275664,-1
-0.321059,0.056547,1
1.461524,-1.28192,-1
-1.511132,0.511141,-1
-0.683188,-0.900944,1
0.094058,0.408026,1
0.333125,1.109523,1
0.843697,1.362718,1
-0.586268,0.532357,-1
0.803373,1.148453,-1
-1.245981,0.196486,-1
0.540344,1.468058,-1
-0.420638,1.658201,1
-0.334436,0.79126,1
-0.643006,0.655218,-1
-0.029047,-0.389633,1
0.274474,1.634921,1
0.000116,1.76784,1
-1.011912,0.282068,-1
-1.374015,-0.337411,1
0.282972,1.782005,1
1.224734,-0.01263,-1
-1.626394,0.523153,-1
-0.16417,-1.145571,-1
1.589467,-1.903482,-1
-0.177449,0.825215,1
2.121425,0.523449,1
-1.367575,0.612273,-1
-1.340725,0.356292,-1
-0.90723,0.620087,-1
-0.550983,-1.273594,-1
-0.740479,0.71613,-1
-1.286975,0.452466,-1
-0.617365,-0.147839,1
-0.812036,0.785989,-1
0.407183,-1.303925,-1
-1.683765,-0.64999,1
0.018447,1.074849,1
2.291134,0.481035,1
-0.938995,1.323685,-1
-1.200019,0.175983,-1
-1.023218,0.390966,-1
-1.541547,0.410018,-1
0.664089,1.415032,-1
-1.057054,-0.951392,1
0.293394,-0.548006,1
-0.727565,1.280566,-1
-1.143426,0.454599,-1
1.480621,-1.23454,-1
0.808131,-1.2848,-1
1.76077,0.332494,1
-0.932013,0.197926,-1
-0.384751,-0.581295,1
2.189338,0.879851,1
1.328619,-0.820878,-1
-1.018269,0.371874,-1
-0.190919,0.395982,1
-0.083511,-0.568542,1
0.913628,0.407384,-1
0.671849,1.180971,1
-0.074957,0.287092,1
-0.926718,0.982422,-1
1.137084,0.418716,-1
0.704184,-1.261473,-1
-0.461869,-1.079831,1
-0.901629,-0.098362,1
0.597591,1.071359,1
0.519834,1.431992,1
-1.271407,0.581166,-1
0.777167,0.615978,-1
-0.030357,0.922811,1
0.403165,1.534518,1
-0.871888,0.427749,-1
-1.006977,0.096092,-1
0.659116,1.122985,1
-0.765173,-0.366355,1
0.117328,-0.420028,1
0.150003,1.434084,1
-0.052624,0.135484,1
-0.126565,0.457508,1
0.492735,-1.458781,-1
-1.611559,0.340006,-1
0.379047,0.58554,-1
0.348899,0.280479,1
1.987668,-0.840626,-1
0.249637,0.53108,1
1.088857,-1.371756,1
-0.567202,-0.710008,1
-1.088366,-0.764498,1
1.204275,0.591969,-1
-1.134249,0.257309,-1
0.484381,0.210059,1
0.397138,-0.458403,1
0.485674,-1.324425,-1
0.863424,0.439201,-1
1.108723,-0.531677,-1
-1.753694,0.325145,-1
-1.153354,0.092545,-1
-1.439775,-0.299938,1
-0.229972,-1.637036,-1
1.164745,1.465986,-1
-0.585644,-1.422802,1
0.225636,0.156225,1
-0.092074,-1.548633,-1
-0.794027,1.383803,-1
-1.796157,-0.113282,1
-1.150462,0.900094,-1
-0.244564,1.622151,1
-1.384628,-0.411661,1
-0.960957,0.806767,-1
-0.409965,2.489086,1
-1.412164,0.115153,-1
0.482556,-0.512987,1
-2.432561,0.112951,1
-1.255231,-0.526914,1
-1.347798,0.335077,-1
-0.589852,-0.980135,1
-0.539038,0.449485,-1
1.139176,0.055955,-1
0.077698,-0.806127,1
-0.789818,0.963765,-1
-0.110679,0.143895,1
-0.457548,-0.099741,1
-0.353737,-1.838579,-1
-1.081303,-0.870568,1
-0.582623,1.015402,-1
0.01492,1.187283,1
0.000668,-0.191632,1
-0.958847,0.667461,-1
1.796091,-0.127141,1
1.105984,0.605397,-1
1.637036,0.512804,-1
1.204856,-1.001207,-1
1.468627,-0.892995,1
1.037958,-1.182247,1
-0.091828,1.562764,1
-1.579828,-1.701563,-1
-1.286346,-0.538231,1
-0.624447,-0.287852,1
0.598817,-1.310274,-1
-0.256813,-1.256599,-1
0.021326,1.718343,1
-0.824593,-0.6181,1
-0.29057,1.091089,1
0.082937,0.17163,1
-0.208364,-0.235774,1
-1.886009,-0.688191,1
-0.356359,0.767922,-1
-0.188065,0.721265,1
1.004928,1.413645,-1
2.107215,-0.325114,-1
2.319412,0.382038,1
1.228257,-0.17315,-1
-0.505566,0.747404,-1
0.301167,0.275879,1
-1.510515,-0.625226,1
1.238087,-1.066968,-1
1.165965,-0.983532,-1
-1.27857,-0.574294,1
0.845731,0.25888,-1
1.838516,-0.169566,1
1.718312,-0.049362,1
0.104677,0.558647,1
-1.20647,-0.92927,1
1.390903,-0.122223,-1
-0.318075,2.015313,1
1.483845,-1.598998,1
-0.166284,-1.062837,-1
-0.385406,0.086948,1
1.330039,-0.74875,-1
-0.60192,-1.562109,-1
-1.010462,0.743121,-1
1.05078,-0.00133,-1
1.866793,-0.268563,1
1.057134,-0.123664,-1
-0.760203,-0.112493,1
0.175383,0.463896,1
-1.472268,0.15404,-1
1.451787,0.768773,-1
-0.381116,0.682357,-1
1.086105,-0.398737,-1
2.18505,0.304242,1
1.121357,-1.721078,-1
1.395777,-1.078977,1
0.584798,0.252495,1
1.15898,0.109699,-1
0.66684,0.443428,1
-0.698329,0.786564,-1
-1.02173,1.3258,-1
-1.640593,-0.183984,1
0.16246,-1.987037,-1
1.233875,-0.675216,1
-0.428645,-1.226206,1
1.058586,0.348703,-1
0.058694,0.316096,1
0.415844,0.912239,1
0.027445,-1.38669,-1
-0.197835,2.361819,1
1.110131,-0.615119,-1
-0.13449,-1.393067,-1
-0.949142,-1.794784,-1
-0.979383,0.299042,-1
0.724663,-1.608675,-1
-1.764987,0.596684,-1
-0.027623,-0.26942,1
-0.144773,0.01788,1
-0.379184,-1.714125,-1
1.326628,0.823212,-1
1.011181,0.01281,-1
-0.941217,0.045891,1
0.847278,1.939034,-1
0.472667,-0.370147,1
-0.989984,0.369048,-1
0.581181,-0.767902,-1
-1.718372,-0.106205,1
-0.191574,1.048668,-1
1.880962,0.056721,1
1.388118,1.327475,-1
1.307468,-0.031716,-1
0.704976,-0.188748,-1
-0.145616,0.98008,1
0.995561,-0.786255,-1
-0.834511,0.933213,-1
2.517443,0.806335,1
-0.116078,-1.064954,-1
1.562752,0.07791,-1
0.602483,0.346545,1
-1.096042,0.530266,-1
-0.355084,-0.98436,1
-0.45748,0.768622,-1
1.15832,0.6945,-1
-0.161984,-0.330244,1
-2.467922,0.063448,1
-2.052188,-0.720025,1
-0.731179,0.287041,-1
2.305222,-0.211957,1
-1.095349,0.347118,-1
-0.921332,-0.931532,1
1.451103,1.066477,-1
-1.204349,-0.931392,1
0.176891,1.647641,1
1.196443,-0.091832,-1
-1.189496,-0.889669,1
2.149656,-0.155399,1
-1.177472,-0.859262,1
0.22902,-0.866929,1
-0.760301,-1.347152,-1
-0.191093,-1.80321,-1
-0.960223,1.146899,-1
-1.210004,-0.89745,1
1.106669,0.321836,-1
-1.27851,0.192241,-1
-0.996326,0.658266,-1
-1.583995,0.155446,-1
0.539855,0.649619,1
1.146943,-0.09325,-1
1.060804,1.569926,-1
-0.900211,-0.050277,-1
0.3126,0.881117,1
-1.000012,-1.248879,-1
-1.189505,-1.002811,1
2.114356,0.558806,1
1.291221,0.193859,-1
-0.671914,-1.407252,-1
-0.701578,0.825739,-1
-0.188084,0.47801,1
0.190855,-0.602463,1
-0.896778,-1.352113,-1
-1.056037,-1.051416,1
1.062836,0.436388,-1
1.204963,0.350836,-1
-1.125833,-0.628024,1
1.598113,0.127412,-1
1.025259,-0.813124,-1
-0.676127,0.752199,-1
1.448921,0.304891,-1
-0.877374,0.805501,-1
-0.113946,-0.931305,1
1.569806,-0.141302,1
1.868872,-0.803864,1
-1.457495,-0.819684,1
-2.134218,-0.751146,1
-0.321653,1.488496,1
-1.340025,0.258,-1
1.588224,0.264596,-1
-0.782393,-0.830026,1
1.433977,-0.885219,-1
-1.789075,0.021074,-1
-1.146992,0.072038,-1
1.679364,-0.752965,1
-1.972958,-0.332509,1
-1.057153,0.484306,-1
-1.119487,-0.860671,1
1.46726,-0.286273,-1
0.279387,1.163262,1
-0.434275,-0.888195,1
-0.79202,-0.055218,1
-0.828027,0.656865,-1
-0.216993,1.53659,1
-0.862736,-0.084923,1
-0.62222,1.046513,-1
-0.352839,0.570632,1
-0.442781,-1.141351,-1
-0.800074,0.925225,-1
0.877572,0.509915,1
1.67088,-0.733166,-1
-0.896625,0.588267,-1
-0.813128,1.279852,-1
-1.296841,0.88099,-1
1.68992,-1.392922,-1
1.352705,-0.273553,-1
-1.019728,-0.185349,1
-0.059377,0.578434,1
1.004075,-0.424201,-1
2.446679,0.169907,1
0.340499,-0.423122,1
1.58817,-0.419912,-1
0.084905,0.909384,1
-1.21847,-0.648538,1
-1.65618,-0.564424,1
