0.302f19+0.272f01+0.269f03+0.265f20+0.254f16...,'0.485f05+0.428f08+0.33 f10-0.308f06-0.275f18...',-0.491f02-0.445f12+0.359f07+0.282f01+0.232f18...,-0.449f13-0.405f20+0.336f15+0.317f17+0.289f07...,'-0.443f16+0.44 f17+0.325f11-0.314f07-0.312f13...',f21
-1.414348,0.415245,1.330223,-1.728569,1.01385,0.0
-0.389693,-0.838875,-0.085215,0.507246,0.547805,1.0
0.858049,-0.279209,-0.009024,0.495288,-0.043104,1.0
0.11887,-1.061224,-0.00378,0.834319,-0.666738,1.0
0.566404,1.534023,0.331827,-0.863626,-0.032319,0.0
2.480953,0.058313,-0.378611,0.3157,0.978289,1.0
0.02443,1.483582,1.923731,-2.121033,0.177487,0.0
-0.08185,1.177246,-0.27319,0.393047,-1.075468,1.0
-1.016389,1.703049,-0.955447,-0.641321,0.876625,0.0
0.279015,-0.738406,-0.335712,1.080306,0.006387,1.0
-0.854779,-1.16387,-0.740052,-0.904026,-0.288277,0.0
-2.259868,-1.828992,0.079061,1.47703,0.555776,0.0
-2.53194,1.082897,-0.396859,-2.964181,-0.698872,0.0
0.169244,-0.236546,-1.424921,1.556323,-1.394508,0.0
-1.654829,3.14783,0.721994,1.662207,0.295981,0.0
-0.431097,0.129028,0.340072,-0.39889,0.313758,1.0
-2.09461,0.723501,0.626595,-0.406909,0.177849,0.0
0.107076,0.070849,-0.697992,0.345074,0.290143,1.0
0.155704,0.796857,-0.302266,0.61867,0.369959,1.0
0.588791,-1.145528,0.38467,0.081476,-0.480278,1.0
-1.985992,1.572298,-3.665763,0.326818,0.684127,0.0
-0.900188,0.32897,0.05007,0.286475,0.075995,1.0
-0.380637,1.142774,0.649013,-0.496563,2.081711,0.0
2.068074,0.420749,0.8162,-0.517103,-0.071639,1.0
0.563613,2.212555,1.85597,-0.033979,-2.645251,0.0
0.93799,-0.382776,0.194372,0.221172,0.423489,1.0
-3.124082,2.397095,0.396958,0.327507,0.835028,0.0
0.644506,0.646555,-1.105401,0.262788,0.500994,1.0
-1.20853,1.764185,-0.281561,3.59043,-0.165521,0.0
1.106932,-0.294849,0.915135,-0.574709,-0.649344,1.0
-0.735698,-0.169022,1.080874,-1.657599,-1.190995,0.0
0.024413,-1.077342,0.028591,-0.00194,2.164789,0.0
-0.430754,-0.641571,-0.869783,0.181317,0.415851,1.0
1.086519,-0.426183,0.64727,-0.616496,0.290388,1.0
-0.039459,0.161745,-0.533754,-0.858427,-0.687714,1.0
1.593209,0.434876,1.079945,0.361609,-0.199896,1.0
-0.684383,2.742496,0.649447,-0.890091,1.023795,0.0
1.099644,-1.244667,-1.363813,0.359725,-0.236542,0.0
-0.679917,0.891869,0.284027,-0.973382,1.263665,0.0
0.686252,-0.188162,-0.714786,-0.123284,0.526397,1.0
-0.59507,-0.602795,-0.588752,1.699689,-0.053532,0.0
0.004119,0.370465,0.759097,-0.222962,0.993495,1.0
0.355961,0.816146,-0.942052,0.572996,-0.095184,1.0
0.186243,-0.619969,1.063828,-1.770847,1.650121,0.0
-1.141515,-1.363669,-1.519551,-2.032847,0.569136,0.0
1.189452,0.767968,0.360102,0.864102,0.148059,1.0
0.698174,0.298585,1.524552,1.157253,1.392747,0.0
-2.343574,0.768205,0.397821,-0.634801,0.821441,0.0
0.457418,0.1987,-0.117561,-0.074127,-0.520134,1.0
0.499624,-0.142276,0.125467,0.155769,-1.069974,1.0
0.408406,0.077399,0.374885,-0.410374,0.672977,1.0
0.24055,0.435022,-0.130138,-0.712075,-1.663696,1.0
0.488056,-0.486458,0.196539,1.4845,-0.789177,0.0
-0.382902,-0.034006,0.588593,-0.220779,-0.244793,1.0
-1.182002,-0.720957,1.730955,1.359699,-1.128904,0.0
0.851113,0.718245,1.70443,0.331021,-0.329859,1.0
0.249341,0.058934,0.694707,-0.901578,0.221732,0.0
-1.503123,2.99421,2.662539,-1.717669,0.24669,0.0
1.089404,0.152887,-0.260881,-0.389614,0.563953,1.0
1.119306,0.118695,-0.10154,0.203137,1.019664,1.0
-0.899297,-1.046935,0.78241,-0.746583,-0.791502,0.0
-0.50014,0.926582,1.039984,-0.930404,0.289112,1.0
0.321684,-0.576695,0.073072,-0.271251,0.322617,1.0
0.449343,1.380699,-0.514942,-0.203328,-1.368735,1.0
-1.471551,-0.15254,0.913123,-1.940348,-1.771249,0.0
1.173953,0.422002,-0.320685,-0.260393,0.105695,0.0
0.944465,-0.190411,-0.172354,0.093135,-0.196309,1.0
0.411903,-0.628782,-0.501441,-0.457441,-0.752042,1.0
-0.156446,-0.40273,0.262541,1.526713,0.802631,0.0
1.653742,0.087997,-0.366869,0.384213,-0.069422,0.0
1.397126,-1.102139,-0.043884,-0.611485,-1.062476,1.0
-0.878091,0.334447,-0.343918,-0.464451,0.940657,1.0
0.132429,-0.464326,0.262069,-0.020317,-0.91854,1.0
-2.450942,0.084219,1.052957,2.181517,1.065803,0.0
-1.132626,1.230093,-2.309641,-1.119742,1.094996,0.0
-0.48761,0.81893,-0.678455,1.28294,-0.268358,0.0
-0.732408,-1.77639,-0.596665,-0.482614,0.199494,1.0
0.699618,0.690804,-0.032442,-0.618032,-0.967419,1.0
0.475994,0.694563,0.27984,-0.21287,-0.088863,1.0
-1.231978,-0.051881,0.579998,0.451741,0.333966,0.0
0.479625,-0.425293,0.245076,-0.158884,0.867617,1.0
1.121809,0.883295,-0.933689,-1.565481,-2.015289,0.0
-0.117378,0.604895,-0.401103,0.176986,0.698858,1.0
-2.653208,-0.652947,-1.632018,-0.055746,1.448119,0.0
0.306824,0.143342,-1.679716,0.625628,-0.009179,1.0
1.064428,0.727544,-0.21679,0.038625,-0.603074,1.0
0.579497,-0.210425,0.231792,1.366148,0.213332,1.0
0.606554,0.573457,1.484381,-1.676006,-0.271035,0.0
1.712324,-0.479442,1.713267,0.728349,-1.130169,1.0
-0.485685,0.107959,-0.376566,-0.545444,-1.879056,0.0
-1.076973,0.810905,-0.196633,-0.342904,0.921673,0.0
0.525555,0.06455,-0.09476,1.352515,-0.148929,1.0
0.940624,0.472923,-0.672468,1.142345,0.263266,1.0
-0.004479,-0.073237,-0.512957,1.577257,0.299473,1.0
-2.599679,-2.292785,-0.606675,0.682372,-1.034226,0.0
-0.549341,-1.261105,2.589546,0.959856,2.076418,0.0
-1.403884,0.393083,1.220957,0.7651,0.06292,0.0
1.124049,-0.612192,-0.05643,-0.38974,-0.113596,1.0
0.05101,-0.530677,0.420089,0.001272,-2.033655,1.0
0.137283,0.765044,-0.055283,-0.275015,-0.027747,1.0
-0.596322,-0.817951,-1.824355,-0.984012,-0.051472,0.0
-1.233892,0.887075,-0.739576,1.021361,0.837855,0.0
1.111311,1.349859,0.066728,0.153043,-1.156188,1.0
0.209028,1.080388,-0.255675,0.778386,0.12203,0.0
3.235747,-1.263984,-0.027903,0.972688,-4.058667,0.0
0.740062,2.051714,-0.689638,-1.029272,0.126803,1.0
0.040259,-1.074846,0.798396,0.831936,-0.149336,1.0
1.419285,-0.316279,-1.210843,0.459915,0.549874,1.0
0.279309,-0.328767,0.516435,0.285326,0.134714,1.0
-2.062387,0.763959,1.472866,-2.295461,-0.65807,0.0
1.111235,-0.707175,-1.334399,0.047197,0.630837,1.0
0.615349,0.064944,-0.524175,-0.212871,0.530469,1.0
-2.016673,1.133413,0.753278,0.627142,0.107058,0.0
-0.039206,1.581941,-0.020766,0.078681,0.120302,0.0
0.537375,-0.301399,-0.299477,0.420212,-0.48871,1.0
0.488366,-0.14778,0.566271,0.64922,-0.020775,1.0
-1.904216,-2.799743,-2.967554,-1.080955,1.339742,0.0
0.005518,0.976948,0.716359,0.728361,-1.298392,0.0
-1.041697,-0.81811,-0.571998,-0.463957,-1.867982,0.0
-2.69542,0.892208,-0.326154,-2.579183,-0.787125,0.0
0.229038,-0.10858,0.925221,0.081166,-0.148656,0.0
-0.270282,2.116403,-2.647717,2.411772,-0.084018,0.0
1.331121,-0.068384,-0.597951,0.018466,-0.576549,1.0
-2.237889,-1.895715,-2.565053,-0.150723,1.394858,0.0
0.855383,-0.665287,-0.384369,0.161587,0.348133,1.0
0.141735,0.127368,-1.070675,-0.373434,-0.225133,1.0
0.114638,-0.238622,-1.384528,-0.489867,3.494662,0.0
-0.049707,-0.172126,0.689675,0.813116,0.57228,1.0
0.046656,0.319925,0.13129,-0.311936,0.320145,1.0
0.803687,1.071059,0.697793,-0.098159,1.864791,1.0
-0.089423,-0.66223,-0.148965,0.575769,1.796216,0.0
0.167848,0.958251,0.696406,0.964049,0.073641,1.0
-0.485065,0.905908,-0.351751,-1.293139,0.995197,1.0
1.09821,-0.059963,0.78741,-0.255364,0.199418,1.0
1.519018,-1.312966,0.487875,-0.621677,-0.48141,1.0
-1.089793,-0.89276,-1.061475,0.53122,0.210435,0.0
0.289505,1.193376,-0.704472,0.71342,0.519075,1.0
-0.9836,3.381622,-0.097527,-1.152522,0.248221,0.0
0.514393,0.077937,0.549708,1.04979,0.188043,1.0
0.147245,-0.262964,0.456964,0.191408,-0.435063,1.0
-0.053068,0.707651,-1.353317,-0.218152,0.474381,0.0
0.701451,-0.657868,0.63555,0.406355,0.440874,1.0
0.586801,0.501186,-1.617157,-0.377613,-0.141823,1.0
-0.548295,0.063891,0.018378,-0.012848,-1.100021,1.0
0.562005,-0.987923,-0.545131,-0.395109,-0.231653,1.0
2.188915,0.65215,-0.98233,0.360652,-0.472157,1.0
-0.705571,-0.688532,-1.394266,2.157133,1.295856,0.0
2.823314,1.450095,1.92118,0.852042,-0.925912,0.0
0.895322,-0.719164,-0.888095,-1.137237,0.834112,0.0
-0.622408,0.552213,-0.583095,-1.142742,1.387371,0.0
0.898807,-0.395039,0.401444,-1.100236,-0.86092,0.0
-0.966617,-1.10455,1.234562,0.990162,0.023468,0.0
-0.307926,0.836042,-0.076026,-1.52333,0.092323,1.0
1.444941,1.293535,0.90088,0.282831,0.428609,1.0
-0.815059,0.107532,0.305609,1.540401,-0.719531,0.0
-1.832415,0.921467,-0.106114,2.407922,-0.631089,0.0
0.964304,0.486271,-0.295892,0.504309,0.257903,1.0
0.135915,0.629631,0.311649,0.181079,-0.28188,1.0
-0.476244,0.69126,-2.926742,3.815508,-1.600393,0.0
0.956789,0.182016,-0.517671,-0.35488,-0.442914,1.0
0.076975,1.73737,-1.137005,-1.026639,-2.053306,0.0
0.493942,0.084196,0.078229,-0.204733,0.44656,1.0
0.948697,-0.287878,-0.258269,1.297195,0.407279,1.0
-0.656283,-1.070645,0.458618,-0.401033,1.172763,0.0
1.196587,0.479556,-0.069012,-1.014866,0.016088,1.0
-0.540453,0.12491,-1.208626,-1.019555,1.532923,0.0
-2.254401,0.130262,1.594791,0.721599,-0.710831,0.0
0.273118,1.149697,1.042855,0.406553,-0.296269,1.0
1.390869,-0.082795,-0.069935,0.127882,-0.060474,1.0
-1.831986,-0.24751,1.692134,-1.54217,1.207617,0.0
0.797514,1.471109,0.590359,0.775058,0.674822,0.0
-3.034486,2.481416,-0.939369,-1.139264,-0.978993,0.0
-2.021195,-0.953955,-0.938116,0.847634,1.151168,0.0
-0.334923,0.183522,-0.080958,0.976933,0.686312,0.0
1.897753,0.580389,0.958663,0.190469,2.734045,1.0
-0.037944,1.623641,-0.764443,-0.595661,0.792398,0.0
1.125686,-0.430053,-0.395801,-0.803206,-0.490287,1.0
0.550756,0.102929,-0.283203,0.375535,1.033439,1.0
2.04004,-0.163449,-0.07292,-0.176509,0.73089,1.0
0.816723,-1.046659,0.073984,-0.957438,-1.051633,1.0
0.053473,-0.866275,1.587427,0.389895,0.230646,0.0
-1.338052,0.263019,-1.016546,1.495478,0.58035,0.0
-3.071196,2.46552,0.509426,-0.319052,-0.179498,0.0
-0.455402,1.257124,0.657101,0.94492,0.119626,0.0
0.636703,0.643583,0.288787,0.033473,-0.883479,1.0
0.963195,-1.074409,-0.417285,-0.382839,-0.320762,1.0
-1.611176,0.456474,-1.871952,0.676208,0.101952,0.0
0.401111,0.112138,-0.605367,1.201296,-0.119871,1.0
-0.929252,1.670215,-0.923185,-0.172886,0.74225,0.0
2.030417,-1.164533,-0.481606,0.211388,0.446937,0.0
-0.786402,-0.321118,1.173998,0.455943,0.684371,0.0
0.944719,-0.559546,0.51849,-0.350857,-0.466815,1.0
-1.311813,-0.391944,-2.493514,-2.044362,-1.274509,0.0
0.669825,0.630897,0.269026,-1.4007,0.346541,1.0
-1.785554,-0.58798,1.363344,-0.099639,-1.725431,0.0
-2.021881,-1.402207,0.55476,1.676946,-1.250731,0.0
0.348279,-0.055338,-0.71822,-0.409398,0.122174,1.0
-0.731711,2.366315,-2.133337,-1.678246,1.514077,0.0
0.760557,0.236352,0.063604,-0.137307,0.895207,1.0
-1.161366,-2.066679,-0.425944,-0.405528,-1.834123,0.0
-0.072183,0.398683,0.509048,0.475194,0.322047,1.0
0.535774,-1.886017,1.755907,-1.502314,-0.893066,0.0
1.30684,0.563508,-0.143486,0.075457,-0.063134,1.0
-1.184347,-1.315601,0.632024,0.210077,-0.18571,0.0
-1.723493,2.523011,0.87772,0.097942,-1.648676,0.0
-0.583573,-1.055772,-0.061221,-0.016242,0.426116,0.0
0.63207,0.2384,-0.259132,0.333384,-0.06429,1.0
-0.786936,-0.266314,2.01018,0.841159,-0.724908,0.0
1.134025,0.401392,0.705049,-0.06876,-1.424162,1.0
0.343082,-1.01811,-0.772224,-0.218991,0.265843,1.0
-1.364825,-0.843782,0.358655,-0.118638,0.247172,0.0
1.173958,-0.470277,0.818514,-0.266536,-0.027387,1.0
-0.650537,-0.318901,0.487949,0.105529,-0.617544,1.0
-2.27034,0.731618,-1.633349,-1.687275,1.274239,0.0
0.83254,-0.185162,0.548775,-0.323488,0.351475,1.0
0.0536,1.698755,0.772064,-0.249117,0.399111,0.0
0.011086,-0.337766,0.201833,-0.587853,1.172668,1.0
0.590011,-1.347085,0.100219,1.218313,-1.226625,0.0
0.807927,0.904233,0.579128,1.421785,-1.587833,0.0
1.767371,0.593653,0.751928,-0.024154,0.044639,1.0
0.047338,-0.354541,-0.228003,0.453992,-2.320253,0.0
0.287016,-0.062381,0.834496,1.035868,0.107069,1.0
0.860109,-1.053219,2.090671,1.707421,-0.562728,0.0
1.29515,0.45168,-0.381261,1.249735,-2.211953,1.0
1.790588,0.269053,-0.146093,0.011326,0.330035,1.0
0.510647,-0.066535,0.020729,-0.086507,0.72378,1.0
-0.35673,0.79343,0.263257,0.463436,0.175922,0.0
0.910778,0.403629,-1.940824,-2.25469,-0.708524,0.0
0.161499,-0.516196,-0.484666,0.397117,0.310589,1.0
0.425246,0.366854,-0.087858,-0.126353,1.169643,1.0
1.355744,0.862413,-1.237286,-0.606127,0.071782,0.0
-0.455453,0.317214,-0.542642,-0.086358,-0.863093,0.0
-0.498128,0.761146,-0.30583,-0.249244,0.320807,0.0
0.378738,-0.386404,-0.040614,-0.191351,-0.487035,0.0
-1.417131,-0.776965,-0.210389,0.342819,-0.908351,0.0
1.703711,0.178562,-1.079125,0.449222,-1.320912,1.0
-0.505715,0.777177,2.402767,0.475352,0.586762,0.0
-1.740154,3.52231,0.433974,-0.969559,1.159992,0.0
0.465239,-0.964231,-0.104246,-2.619719,-0.556156,0.0
0.747459,0.057608,0.778141,2.548935,0.489258,0.0
0.573986,0.00446,-0.257335,-0.107691,0.268686,1.0
1.033826,0.725913,-0.325934,0.51866,0.437766,1.0
0.11144,-0.509792,-0.588388,-0.169124,-0.510975,1.0
-1.582018,-1.22622,1.989298,1.774499,2.301347,0.0
0.417733,0.153252,0.550109,-0.654155,0.139798,1.0
0.867032,0.273614,-0.300842,-0.935865,1.286164,0.0
0.558429,0.684467,0.034524,0.536492,0.279201,1.0
1.58084,0.425779,-0.092861,0.658701,-0.146174,1.0
1.272363,1.633277,-0.210302,-0.987044,-0.089751,1.0
-2.564303,1.696452,-1.578687,0.298066,0.029131,0.0
-0.737524,1.706474,-0.11546,-0.513414,1.556523,0.0
0.676109,0.332065,-0.54645,-0.814855,-0.542062,1.0
-0.193492,0.327309,3.46976,-0.163025,-1.758955,0.0
0.743692,-0.041823,1.262108,-0.560815,-0.249033,1.0
-0.014876,-0.606614,-0.167932,-0.467196,-0.154063,1.0
0.265448,0.010513,0.993936,1.174172,-0.432573,1.0
0.227483,0.540805,0.11175,-0.924,0.481306,1.0
0.52238,-0.310508,0.774437,0.830736,-0.737501,1.0
0.800858,0.383984,0.656999,-0.492597,-0.94838,1.0
1.763115,-0.176662,0.726251,-0.153015,-0.742306,1.0
0.819533,0.454271,0.200107,1.060403,1.023769,1.0
1.022122,-0.587073,0.852974,-0.138295,1.55834,1.0
1.155998,-0.177202,0.257847,1.104687,1.275406,1.0
0.108316,0.080284,-1.151151,-0.984746,0.311868,1.0
0.761344,0.163581,-0.503167,-1.149819,-1.030432,1.0
0.379533,0.648183,-1.312319,-0.25532,0.406254,1.0
1.165888,0.081399,-0.197446,-0.039484,-0.710289,1.0
0.261325,0.688044,-0.683233,0.113041,-0.129686,1.0
1.182968,-0.399371,-0.414644,-0.64417,-0.604739,1.0
0.649261,1.164558,0.105055,-0.739274,0.071272,1.0
-0.539428,-1.126699,0.706364,-1.217123,-0.471704,0.0
1.039599,-0.629224,0.107375,0.069549,0.705695,1.0
0.705538,-1.011217,1.280255,-0.180481,0.698815,1.0
-0.034535,-0.248856,0.217571,0.176632,-0.908569,1.0
-2.323484,2.422424,1.15398,-0.66231,-2.202242,0.0
-0.194712,0.137011,0.094803,-1.140001,-0.375926,1.0
1.323423,-0.338202,-0.878946,1.748399,0.166256,0.0
-1.528424,0.372831,0.115911,0.015844,-1.381676,0.0
0.761661,1.775583,-0.439006,0.860164,-0.746717,1.0
0.276887,-0.528802,-1.382781,-0.981559,-0.070985,0.0
-1.04298,1.497743,-0.441948,-0.4357,-1.14639,0.0
2.158816,-0.182501,0.222981,-1.095008,-0.842255,0.0
0.749286,0.760801,1.171004,-0.026538,0.250439,1.0
0.067469,0.207628,-2.855928,0.503127,-0.14752,0.0
1.269329,0.339779,-0.21143,0.230289,-0.58242,1.0
-2.445387,1.574428,-0.382643,2.153724,-0.572674,0.0
0.435729,-0.198655,0.216583,-0.153572,-0.033986,1.0
0.66205,0.792884,0.803398,-0.007792,0.085738,1.0
0.372225,-1.267113,-0.361881,-1.630191,0.077016,0.0
-0.836988,0.951733,0.001511,1.478908,-0.30152,0.0
-0.783518,-0.260239,0.96801,1.260399,-2.694141,0.0
-0.96384,0.249831,-0.133466,-0.968911,-0.455472,1.0
1.158854,-0.024853,0.16326,0.350685,-0.370281,1.0
1.008535,-0.081937,-0.163301,0.650127,0.395154,1.0
-0.436646,-0.379118,0.510789,-0.238747,1.378648,1.0
-0.532648,0.293345,1.232626,-0.508215,0.467964,0.0
-0.756647,-0.070497,-0.368323,0.944049,-0.686743,1.0
0.017451,0.02146,0.432839,1.553477,-1.97784,0.0
-1.820852,-0.628832,-0.452669,-0.502784,1.444837,1.0
-1.304505,1.391386,0.289277,0.63514,2.870801,0.0
0.26157,-0.352455,0.466915,-1.205123,0.560619,1.0
0.564256,-0.133219,-0.339587,0.168213,0.376161,1.0
-1.424405,0.29704,-1.925162,1.741915,0.219383,0.0
-0.876967,-1.33002,-1.179435,-0.401175,0.932889,0.0
0.40539,-0.85985,-0.16662,-1.49568,-0.154752,1.0
1.371972,-0.241593,-0.032663,0.629919,0.04563,1.0
-0.490259,-0.962032,-0.464346,-0.549641,-0.299035,0.0
-0.521871,-0.801631,0.081421,1.057013,-0.193386,0.0
0.432017,-1.320424,1.654728,0.068056,-0.26662,0.0
1.667478,-0.104977,-1.905438,0.794594,-0.189389,1.0
-0.865796,2.251625,-1.685514,-1.275958,0.063793,0.0
0.603141,-0.892131,-0.701967,-0.615739,0.153404,1.0
-0.124784,-0.650248,1.24862,-1.686632,0.361744,0.0
0.122877,1.366669,0.046861,-0.538722,-1.458492,0.0
0.685845,-0.41144,0.89549,-0.870822,-0.243225,1.0
-0.879166,-1.231683,1.111415,-0.684768,1.272731,0.0
1.112409,-0.247028,-0.080847,1.007912,0.787558,1.0
0.039033,1.077565,0.342123,-0.18813,0.335966,1.0
1.196057,-0.680188,0.645241,1.196149,-0.99837,1.0
-0.718705,0.091811,0.902741,-0.431602,1.02695,0.0
0.77486,-1.063347,0.383151,1.423878,0.769787,1.0
0.286285,-0.165005,-1.692482,-0.499954,-1.147567,0.0
0.766999,-0.465663,-0.289246,-0.076036,0.25522,1.0
0.494926,-1.050433,2.189633,0.490127,-0.503849,0.0
-0.598538,2.159558,-1.936679,1.68119,0.406752,0.0
1.32115,0.110047,-0.276132,-0.887792,0.359623,1.0
-1.623543,-0.095865,0.657488,-0.580751,0.296204,0.0
-0.155649,-0.420622,-0.876801,0.594826,0.000256,1.0
0.079175,1.112084,0.823684,2.263411,0.764443,0.0
-2.080817,-0.183425,-0.880664,0.710971,1.353565,0.0
0.124236,-2.020395,-1.819009,1.852255,-1.61445,0.0
-1.621557,0.295988,-0.532485,0.612479,0.423415,0.0
-0.946445,0.158706,0.1606,-0.168515,0.530484,0.0
1.310878,0.833945,-1.245753,0.3809,0.654944,0.0
-0.900838,-0.33839,0.513911,0.010693,-1.244133,0.0
1.581647,-2.303046,-2.616397,0.379375,-0.785547,0.0
-1.155708,-1.331909,0.021641,0.457115,0.943747,0.0
0.339721,-0.096064,-0.204627,0.703354,0.345539,1.0
0.46755,-1.04617,0.375636,-0.357224,-0.558298,1.0
-2.436275,-0.673938,0.125361,-0.567159,-0.552669,0.0
1.654829,-0.559888,-1.936996,-2.252935,1.291514,0.0
1.263279,0.603023,0.433701,-0.054681,0.991919,1.0
-0.242796,-2.890463,0.653374,-0.180266,-0.766519,0.0
0.396955,0.377103,0.82913,-0.035839,0.06181,1.0
-1.28633,1.89321,-2.009001,1.499193,-1.366342,0.0
0.948936,0.045153,0.475031,1.945621,-0.549105,1.0
0.763005,0.927712,0.503147,0.482746,0.103731,1.0
0.83249,-0.262527,0.33263,0.604059,0.152747,1.0
0.920058,0.33958,0.097867,0.878016,-0.703787,1.0
-1.305133,-1.41152,0.458337,-1.01576,0.096721,0.0
1.894253,-0.139563,-0.007877,0.165181,0.921811,1.0
-0.661369,-0.823082,1.213509,-0.381703,1.26597,0.0
-1.805637,-0.381039,-0.672986,1.224788,-0.060084,0.0
0.648983,-0.52298,2.179256,0.574281,0.063026,0.0
1.189415,0.261826,0.026216,-0.334702,-0.286259,1.0
-0.849648,-2.311906,0.974649,1.082673,-1.354418,0.0
0.466625,0.547393,-1.025072,0.034043,0.3076,1.0
-2.177072,-2.924871,0.61245,-1.428943,-0.716371,0.0
-0.115593,1.20447,-1.266919,0.113281,0.863286,1.0
-1.744154,-0.464347,-1.498564,-2.221089,-0.370343,0.0
-1.156138,-0.670826,-0.337639,-0.080618,0.805249,1.0
0.353731,-0.859606,0.378487,0.194603,0.157541,1.0
-2.055497,-1.026122,1.671596,1.722343,0.003496,0.0
1.3629,0.193055,-0.769865,-0.043668,0.821351,1.0
-0.160869,-0.114597,-0.313306,-0.938961,0.023666,1.0
1.469167,0.506233,0.122879,-0.21025,-0.182066,1.0
-0.633604,-0.084409,-0.568327,0.356065,-0.114816,1.0
0.67222,0.950855,2.150605,-3.66182,1.439747,0.0
1.962082,1.182741,2.309726,-3.079346,-1.070319,0.0
0.773119,0.057638,-0.095375,0.070534,-0.053256,1.0
-0.849331,-0.621476,-2.662975,-0.867284,0.353345,0.0
-4.55462,0.108371,-1.802657,1.339168,1.960254,0.0
1.16441,-1.013911,0.178212,3.838524,-0.648883,0.0
-0.539231,-0.797965,0.117506,0.736357,3.17973,0.0
-0.279769,-0.202231,0.110825,0.175224,-0.824337,1.0
0.382267,0.370143,-0.189062,-0.392437,0.042662,0.0
0.508224,-0.399853,-0.585073,0.639152,-0.800148,1.0
-0.629262,-0.288721,0.413322,1.504246,1.09204,0.0
-0.520274,-0.045358,-2.075425,0.233372,-1.50087,0.0
1.047358,0.804769,-1.933085,-1.143449,-0.800533,0.0
0.721979,-0.162747,0.18914,-0.035638,0.331444,1.0
-1.086256,2.402836,-0.824021,0.519345,-0.250095,0.0
0.942423,-0.374813,0.414203,0.810636,-0.395415,1.0
-1.422944,-0.319443,0.99721,-1.991031,-1.642499,0.0
-1.145049,-2.324808,1.658405,0.34785,-1.080942,0.0
-0.607771,-1.594002,1.307961,0.825362,-0.514641,0.0
-0.875708,-0.665166,1.94581,0.557041,1.158603,0.0
0.527607,-0.660144,-1.218409,0.225524,-0.508566,1.0
0.384808,1.156978,1.08648,-0.756841,-0.021184,1.0
-0.341987,-0.323081,0.404049,-0.91139,0.224287,1.0
0.238691,-1.225642,-0.530232,0.969554,0.521095,0.0
1.820128,-0.173433,0.569558,0.76823,1.265167,1.0
0.99196,1.020157,-2.969997,-0.491718,0.29959,0.0
0.182133,0.79163,-0.688619,-0.160178,-0.139666,0.0
-1.817024,-0.563239,0.359359,-0.911259,2.364502,0.0
0.821014,-0.719972,-0.222698,0.300175,0.495322,1.0
-3.851246,-1.623164,-0.177523,-1.350066,0.630194,0.0
-2.069746,0.581732,-0.573506,2.168738,-3.404969,0.0
0.736329,-0.385313,-0.206037,0.440758,-0.476997,1.0
0.356402,1.696313,0.287481,-0.307835,-0.187958,1.0
1.580647,-0.461427,0.545976,0.292302,0.808859,1.0
-2.213913,-1.695287,0.369547,-0.485413,-1.857285,0.0
0.638936,-0.28728,0.200305,0.472728,0.619638,1.0
0.55404,-0.193585,0.339321,-0.433023,1.924341,1.0
0.39803,-0.121134,0.236676,-0.111093,0.125783,1.0
-0.123542,-0.049413,1.001627,1.169076,1.004963,0.0
0.23677,-0.563778,0.223006,1.452975,-0.26697,1.0
0.125766,-0.411604,-0.93436,-0.096936,1.164612,1.0
1.158867,1.061951,0.666487,0.468928,-0.338013,1.0
0.502171,-0.338262,-0.026812,-0.810499,0.10505,1.0
0.784086,0.960139,-0.18206,-0.299529,0.249003,1.0
-0.457657,0.386346,-0.335219,1.966561,0.182668,1.0
0.525292,0.774901,0.168907,0.931637,-0.094409,1.0
0.96199,0.2996,-1.230762,-0.003268,0.275995,1.0
-1.3816,-0.270437,0.214852,-0.076876,0.284352,0.0
-1.620494,2.495041,-0.509525,-1.614968,1.185094,0.0
0.508858,0.741755,0.000521,1.260993,0.135765,1.0
0.878366,-2.165649,0.300561,-1.276732,1.198756,0.0
1.159964,0.141922,0.540289,-0.161411,-0.072647,1.0
0.160856,-0.75265,-0.18967,-0.256838,-0.493774,1.0
1.657603,0.386118,-0.988036,0.215152,-1.350007,1.0
1.260969,0.80912,-1.099692,-0.282414,0.357281,1.0
-0.331468,1.41957,0.308331,-1.660072,-0.047497,0.0
1.440989,-0.405317,-0.283167,0.468144,-1.045665,1.0
1.460605,-0.857991,0.232699,-1.078544,-3.387589,0.0
-1.141244,0.330489,-0.220235,2.577325,-0.401285,0.0
-1.28246,-1.653465,0.017634,1.5733,2.580796,0.0
0.755158,0.433295,0.300632,-0.566025,0.285035,1.0
-1.517947,-1.642687,0.063926,-0.256406,1.120332,0.0
-0.35322,-1.375766,-1.095493,0.123354,-2.022133,0.0
0.433219,0.620228,-0.24024,0.971914,-0.24685,1.0
2.398029,-1.044277,-1.878494,-0.722251,1.035593,0.0
0.232024,-0.60078,0.623956,0.060425,0.226307,1.0
0.284378,-0.025231,-0.398148,-0.06608,0.033425,1.0
0.1638,0.745572,-1.594192,1.578039,0.489687,0.0
-1.631524,0.548982,-1.406817,0.765982,0.777988,0.0
0.811705,0.646057,-1.14595,0.228042,-0.005634,1.0
0.742276,-0.263881,0.180106,-0.886585,-0.184618,1.0
1.032653,0.474079,-0.123669,-0.086391,-0.600148,1.0
1.006035,-0.336361,0.288861,0.579796,-0.601927,1.0
0.422624,1.71448,0.448075,-0.591489,-0.107312,1.0
