'0.232f04+0.231f11+0.23 f01+0.229f17+0.228f13...','0.43 f02-0.392f10+0.352f19-0.349f20-0.334f17...',0.507f15-0.408f01+0.345f07-0.296f19+0.268f04...,-0.478f07+0.323f20+0.315f12+0.303f16-0.295f18...,0.499f09-0.482f06+0.435f08-0.331f01+0.165f02...,class
-2.18917,0.610113,0.838599,0.05181,1.175108,1
-1.996595,0.494354,0.962356,0.600932,-1.259501,1
2.697424,0.678321,0.53808,0.664239,-0.111858,0
2.896159,0.278769,-0.595809,0.143651,0.584209,0
0.032869,-0.094896,-0.026238,0.425058,0.193617,1
1.589777,-0.546354,0.735497,-1.278633,0.307444,0
2.980068,-0.06346,-0.388221,0.309821,-2.094438,0
-1.944365,0.064723,-0.712346,0.088836,-0.59166,1
1.853646,-0.39105,0.305643,0.607389,0.581104,0
2.3223,-0.914434,-0.248488,-0.900335,-0.537038,0
2.318576,0.134235,-0.165143,0.309065,-2.021706,0
2.103481,0.16369,0.506548,0.30204,1.007136,0
0.841151,-0.37962,-1.157456,0.090997,-0.486322,0
0.436207,1.863817,0.330495,0.718371,1.05316,0
1.717509,-0.707287,-1.655824,-2.788415,-1.894554,0
0.898289,-1.35431,0.880533,0.516015,-0.015618,0
-0.506996,0.089408,0.324342,-0.202935,-1.104605,1
3.247234,-1.346791,-0.982942,-0.523637,-1.049415,0
-2.143151,-0.107725,-1.222758,-0.253791,-0.643316,1
1.743459,-0.015622,0.967674,-0.515618,0.650936,0
-1.231372,0.814432,0.675394,-0.475953,-1.635782,1
2.753825,-0.041414,0.097802,-0.369379,0.565045,0
-1.511046,1.2579,-0.524561,-0.253224,-0.313113,1
-0.241213,2.578229,-1.262889,-0.038038,0.154938,0
2.391446,0.792512,-0.537621,0.403257,2.138326,0
2.855798,-1.159776,0.777443,0.169926,-1.662644,0
-1.453689,-0.706758,0.396428,1.485349,-2.000736,1
-2.766776,-2.160364,1.226102,-0.483343,-0.338454,1
-1.878849,-0.850434,0.269344,2.453275,1.040827,1
-1.602966,0.241727,0.930328,0.592281,0.428823,1
0.338692,0.134232,0.552585,-1.197881,1.008461,0
0.348514,2.062974,-2.093398,-1.500357,-1.062239,0
-0.770867,0.007439,0.858631,0.172102,-1.520365,1
-0.29948,1.768839,0.327973,-1.906083,0.699679,1
1.814862,-0.083724,1.539593,0.636269,0.911535,0
-1.816331,-0.047408,-1.204908,-1.424428,-1.359854,1
1.340023,-0.715597,0.239439,0.021082,-0.609559,0
0.662349,0.974315,-0.334684,-0.729896,0.448228,0
1.025651,-0.696433,1.745823,0.544795,-0.64394,0
1.679008,0.19782,1.48293,0.500117,-0.687564,0
3.548597,0.122094,0.857256,-1.337079,0.165739,0
-1.920593,0.679695,-1.06591,-0.707513,0.260482,1
-1.386797,-0.275179,0.119946,-1.199367,0.759174,1
1.756521,0.261617,-0.138856,0.642176,-1.998766,0
-1.58022,-0.345476,-0.403946,0.36793,-0.1391,1
-1.526599,-0.277136,-1.358077,1.303277,-0.380803,1
-2.515591,0.050611,-0.17164,-0.120648,0.314052,1
-0.960892,1.125085,-1.467605,1.27231,0.996797,1
2.938658,0.820851,-1.81345,0.0406,0.414409,0
-2.338248,-1.64896,-0.132608,-0.418158,-0.483784,1
2.056442,-0.85289,-0.320521,-0.329794,-0.292826,0
-2.142535,2.097168,1.727133,0.374689,-0.789362,1
-2.204126,-0.144456,0.83652,-1.024226,0.680507,1
0.325908,-0.702639,-1.523601,1.242558,0.598519,0
-3.902024,-0.782138,0.416216,2.341058,0.092743,1
0.952113,-1.074662,-0.990167,0.564266,-0.585055,0
1.626662,-1.466654,1.60338,-0.315898,0.119918,0
-3.510481,0.694647,-1.378017,-0.652592,-0.240904,1
-2.148235,0.638999,-0.097579,-0.528963,-0.575518,1
2.152294,-1.98311,-0.435098,-2.791118,1.8524,0
-2.120246,-1.476372,0.951932,0.590369,-0.085968,1
0.10829,0.744759,1.134333,-0.124183,-0.633457,1
3.747772,-0.99539,1.136991,-0.599741,-1.227842,0
0.806251,-0.98173,1.440855,0.430136,-0.252128,0
-0.902709,-0.023194,0.273918,-0.910542,0.110931,1
-3.943842,0.598097,0.602976,0.078233,0.816321,1
-2.344624,-0.629446,0.106611,-0.061312,0.865431,1
0.811014,0.208898,-1.488918,-0.015472,-1.997829,0
0.576756,1.600552,0.951378,0.063951,1.030492,0
1.253363,-0.507574,0.271778,-1.673621,-1.123437,0
-1.395812,-1.266855,0.175232,0.556571,0.952018,1
-3.170562,0.438295,1.25243,1.402983,-0.135451,1
-0.037299,-0.533281,-0.327467,0.492256,0.513546,1
-2.996299,-0.687122,0.982639,1.356607,0.252807,1
1.369201,-1.301349,0.671448,-1.232918,-0.755071,0
1.978042,-0.142728,-0.557803,-0.690494,-0.066081,0
2.130411,-0.185169,-0.560928,1.083474,-1.406073,0
-2.493995,1.213711,0.182659,-0.173298,1.527946,1
-0.336618,0.921415,0.989266,0.456287,-0.036271,1
-2.832315,-0.077339,-0.531695,-0.33932,-0.529575,1
-0.404257,-0.363983,0.465216,0.522368,-0.76648,1
2.58134,-0.567605,-0.547714,-1.082075,-1.219386,0
2.109255,0.714968,-0.576226,0.503757,1.558815,0
3.535758,0.021039,0.935557,1.225493,0.601895,0
0.740997,2.148788,-1.382283,-0.635467,-0.623419,0
0.406188,2.147731,0.808804,-0.039822,0.487781,0
2.523248,0.520679,-0.811885,0.482947,-0.014737,0
-2.094559,-0.4893,-2.078962,0.931398,0.363483,1
1.238036,0.905884,-0.523954,1.163126,-0.188946,0
-0.121495,-0.709962,-1.848963,1.191119,0.306156,1
1.45607,-0.530013,0.536761,-0.180426,-1.047147,0
-3.449753,0.275096,0.355911,-1.164146,-0.059012,1
-1.37814,1.041356,-1.511665,-0.133381,-1.182776,1
0.950947,-0.950612,0.42181,0.754228,-0.22788,0
-2.631282,0.876484,1.486791,0.933188,-0.178678,1
2.329675,-0.378692,1.300074,-1.101383,-0.063488,0
-1.355488,-0.744454,1.382285,0.177582,1.247868,1
2.348407,0.9876,-0.407173,2.427449,-0.107341,0
-2.417043,-0.536396,-0.106958,0.245297,1.000065,1
0.144554,1.62311,0.082025,0.79722,0.257304,1
1.275417,0.711373,0.959581,0.02527,-0.813724,0
3.044035,0.419599,0.573779,-0.184422,-2.72116,0
1.496822,0.63955,0.440319,-0.905468,0.751355,0
-3.02164,1.471833,-0.55292,-0.724278,0.148977,1
4.312767,-2.208524,0.05575,2.092994,-0.3612,0
1.906729,-0.1457,0.716366,0.364719,-0.486196,0
-1.288911,0.087171,0.214106,1.508954,-0.040535,1
2.622636,-1.550498,-1.009334,0.963536,-0.54786,0
-1.503586,1.16941,1.820619,0.380602,-0.596887,1
-0.424732,0.437328,-0.267565,-0.020488,-1.648235,1
-1.857109,0.099986,-0.334022,-0.804242,0.489976,1
-0.750847,-1.715265,-0.98709,0.128825,0.246949,1
0.746633,-1.180886,0.192623,1.935344,1.185126,0
1.006044,-0.101554,-0.056368,1.102202,0.970456,0
-1.065611,0.343928,-0.47334,-0.86128,1.315261,1
1.472555,1.076132,-0.259429,-0.946029,0.929382,0
2.596868,1.25354,-0.621492,-0.246853,-0.483719,0
-3.359224,1.954998,-1.596541,-0.047346,-0.787639,1
3.138594,0.063552,1.295451,-0.674797,0.676749,0
-2.134293,1.902922,1.057298,1.597537,-0.742772,1
2.193788,0.733875,-0.942043,0.849715,0.642011,0
-2.354915,0.44176,1.207249,-1.516189,-1.010349,1
-0.844016,-0.012645,0.327722,1.62103,2.176492,1
2.385435,-0.593645,0.242589,0.284981,0.512185,0
1.359697,-0.627364,-0.068623,-0.132041,0.247141,0
1.170601,-1.248544,0.048606,-0.199845,0.03127,0
2.738143,-0.648999,1.247589,1.096207,-1.052834,0
-2.268695,0.087295,-0.442678,-0.169916,0.27338,1
1.61363,1.862623,1.199128,1.270461,-0.333168,0
1.692871,-0.386237,1.147725,-0.250462,-0.286118,0
-1.355565,0.723938,0.647842,0.187928,0.223167,1
2.902527,0.131996,0.445999,-0.98943,-0.095069,0
-1.214973,-0.286503,1.495151,-1.481257,-0.933427,1
0.844487,-0.251435,-0.345354,-1.353051,-0.346321,0
2.687365,0.084357,-0.140863,0.930195,-0.531729,0
1.8934,0.095994,-0.697743,-0.383692,0.695806,0
2.930391,0.227912,-0.817687,-0.448057,-0.552854,0
-1.591508,0.298392,0.232704,0.273157,-0.475897,1
0.672719,0.741587,-0.753298,1.186543,-0.578298,0
0.86516,-0.960916,0.932968,-0.412898,0.158559,0
-0.974674,-1.884767,-1.027233,0.577736,0.009932,1
-1.041901,0.64953,-0.038238,0.658025,1.656354,1
1.662451,2.441523,0.023797,-0.244875,-0.052179,0
-1.240768,0.809115,0.392475,0.473624,-0.34829,1
-1.511534,-0.616143,-0.606539,-0.843579,-0.618938,1
-0.756707,0.719039,0.260385,-0.082953,-0.329877,1
-1.309726,-0.031234,-0.496279,-0.715914,-0.51585,1
-0.875475,1.540394,-0.329264,1.400159,0.758231,1
-1.734744,-0.646299,0.759048,-0.800898,1.522787,1
-0.584871,0.062438,-0.722695,-2.256591,-0.256782,1
3.378163,1.055022,-0.239095,1.412248,-0.429931,0
0.673638,0.257367,-0.828755,0.322184,-0.448088,0
1.381482,0.340538,0.40435,-1.960472,-0.912763,0
-2.047308,-0.235173,0.187153,1.567437,1.456371,1
-1.441849,-0.59453,0.432468,0.648853,0.189285,1
2.200296,0.916565,-0.874042,-0.493349,0.149346,0
-2.145138,-0.348424,0.866147,-0.609504,1.502809,1
-2.204737,-0.07105,0.371873,-0.569217,-0.825284,1
0.673457,0.221261,-0.819958,-0.077511,0.494132,0
-3.412303,0.797867,-0.465003,-1.39632,-1.643895,1
-3.120279,-0.238202,1.180161,-0.632724,0.884635,1
1.601809,0.018285,0.299103,-0.297369,0.358122,0
1.414375,-0.156839,1.269317,1.179273,0.940585,0
3.427579,0.261383,-0.386213,-0.482042,2.124261,0
-1.433858,0.26147,-0.416318,1.187285,1.037675,1
1.697147,0.559363,-0.795086,0.695705,-0.114032,0
1.400957,-0.88217,-0.518682,-0.587706,0.418044,0
-0.535199,-0.544424,-1.430711,0.832705,0.757183,1
2.188619,0.70317,0.640489,0.160248,-0.583993,0
-3.215104,1.00721,1.163586,0.550462,0.274817,1
-1.543438,0.612457,-0.944265,-0.715082,0.755519,1
2.536467,0.147884,-0.60038,1.673665,-0.025974,0
1.020496,0.352555,1.434953,0.538186,-1.266015,0
-1.411029,-0.17586,1.573735,0.604193,-0.718049,1
-1.102184,0.51561,-1.281578,-0.274384,-2.004799,1
3.112286,0.262012,1.636252,0.743986,-0.286175,0
-3.33326,-0.431741,0.105065,-0.940945,1.474178,1
-3.078679,-0.03522,-0.207372,-0.907967,0.121547,1
0.633189,-1.87875,2.321734,-0.836135,-0.008907,0
-2.504431,-0.015279,1.42003,0.621558,0.282198,1
1.743081,2.501828,-0.998111,0.190736,-0.502745,0
2.34095,-1.931915,0.836579,0.434845,-1.694317,0
1.202711,1.584616,-0.148748,1.08316,0.647811,0
2.508611,-0.763723,-1.920582,0.197586,0.408503,0
1.203492,0.791459,-0.26223,0.873034,-0.550754,0
-1.309982,0.704625,0.689852,1.642366,-1.661297,1
-0.918445,-0.290339,-0.724602,1.443244,1.249634,1
2.250198,0.833355,-1.489488,-0.418398,0.899742,0
-3.571354,1.735165,-0.070516,1.632092,-1.097006,1
-3.552821,0.805929,-0.750541,-0.967137,-1.319985,1
1.355053,2.687633,-0.147789,0.330993,1.260235,0
-2.175825,-0.13939,-0.950555,0.432251,0.270276,1
-2.226556,1.160489,-0.832435,1.039215,0.580893,1
2.966767,1.911298,0.446,-0.895786,1.016862,0
-0.573506,-0.824424,-0.129371,-1.416073,-0.069763,1
-2.253444,2.092066,0.871482,3.08447,0.339726,1
1.52842,-0.473785,0.799984,-1.254082,-0.017204,0
-1.751864,0.189806,-0.163584,0.605491,-0.524474,1
-2.025322,1.523212,-1.595596,-0.848387,0.681919,1
1.137892,0.345705,1.627085,-0.420213,-0.01888,0
-2.917753,-0.383817,1.167349,-0.643144,0.37524,1
1.314897,0.916862,0.228983,-0.045825,0.596299,0
3.975866,-0.190128,-0.378478,0.7593,1.356453,0
-0.926864,0.315943,-1.03865,-0.308856,0.30661,1
2.398774,-0.031739,-1.166134,-0.053419,-0.986383,0
3.147605,0.193044,-0.128002,0.764985,-0.750397,0
2.782319,0.003961,0.415137,2.640181,1.916874,0
-2.586447,0.183076,-0.499482,0.785536,-0.022808,1
-1.942294,0.919197,1.164417,0.315108,-0.538813,1
-1.181705,0.671875,-1.38602,-0.597076,0.567462,1
-1.035132,0.999275,1.782112,0.726798,0.328631,1
2.000717,-0.796071,-1.037889,1.234847,-0.642532,0
-1.940302,-1.243701,-1.669246,-0.315463,0.456984,1
2.244701,-0.482591,-1.095748,-0.975426,-1.053059,0
-0.633855,1.205778,-0.067585,-0.021213,1.632108,1
2.054985,1.0012,0.261065,0.778852,-0.183555,0
-1.435076,0.042003,-0.417468,0.27229,0.493979,1
2.221245,-0.390193,-0.57307,-0.061293,0.377098,0
-2.060464,-0.723022,1.089915,-0.620351,-0.405523,1
0.959816,0.892027,0.461185,-0.339456,-0.321077,0
-2.187259,-2.22897,0.361421,-0.207867,-0.10992,1
2.018003,0.781167,2.010674,0.37543,-0.854294,0
1.268781,-0.731977,0.020674,0.260661,-1.393406,0
-1.387364,0.822527,0.491793,1.625266,-1.5764,1
2.789269,-1.323611,0.862923,0.114327,-0.778151,0
1.642493,1.392514,-0.520524,0.351614,-1.411826,0
2.963963,0.706603,-0.081659,0.148069,0.075608,0
-2.886914,-0.142407,-0.891652,-1.619628,-1.704148,1
0.946703,0.678856,-2.371751,-0.549897,0.109303,0
-2.249662,0.290452,0.6367,-0.060463,-0.652723,1
-2.708949,-1.764422,0.359447,1.013392,0.276616,1
1.302396,0.653538,0.108864,-1.119771,-0.015463,0
-0.233079,-0.34713,-1.991162,0.022217,1.813339,1
-2.567226,-0.912441,-1.607575,-1.372864,-0.289473,1
1.740405,0.384653,-0.677219,-0.186847,-0.677008,0
3.052881,1.063757,-0.28897,-1.097287,1.455992,0
1.214155,-0.638004,0.198155,-0.291109,1.130568,0
-1.944821,0.526702,-1.315536,0.426884,0.42976,1
0.513072,0.782284,1.155306,0.717734,1.311228,0
1.336335,0.598106,0.88582,-1.497802,0.402738,0
2.354559,0.056924,-0.012326,-1.296809,0.279455,0
1.342945,0.33788,-1.179727,-0.724821,0.292717,0
-0.385636,0.691473,0.032495,0.116078,-0.364195,0
1.636599,1.193401,-0.513694,-0.120376,0.053777,0
1.649612,0.90036,-0.063143,0.746094,0.449642,0
0.752302,-0.644758,-0.500667,-0.519585,0.294213,0
1.00391,1.226525,0.294536,-0.593055,-1.036998,0
2.62259,1.060533,0.499651,-0.977566,-0.160049,0
1.646967,-0.396916,-1.170245,0.184241,0.122952,0
-1.776351,-0.828911,-0.732832,-0.475162,1.401711,1
1.169764,-0.264746,-1.603565,-0.693053,0.168361,0
-1.979173,-0.34056,-0.878336,-0.80481,0.77436,1
0.423568,-0.896943,-1.719205,2.002824,0.606276,0
1.223165,1.407607,1.280284,0.957297,0.207485,0
2.185188,-2.577405,1.763428,-0.96289,-0.626809,0
-1.07134,0.601188,0.987891,-0.035908,0.19221,1
-2.477811,1.125412,0.160083,-1.056283,0.131765,1
-2.204465,-0.675837,0.911283,0.246557,1.037445,1
-0.843382,1.711554,0.338787,-0.27377,0.488686,1
1.150298,-0.568853,-0.153411,-0.027364,-0.148762,0
-2.213071,-0.308271,-0.283925,-0.779274,-1.683476,1
-1.404194,0.299305,0.004328,-0.136865,-1.033206,1
-1.080764,0.120142,0.900659,0.073064,0.708376,1
-0.662879,-0.289188,0.628802,-0.484423,-0.742012,1
-3.045695,0.48078,0.5061,0.356593,0.20442,1
-3.504864,-1.114854,0.840758,0.085315,0.406388,1
-1.948658,1.213188,-0.039635,-2.006728,0.453184,1
-1.338659,-1.636138,-1.234902,-0.337612,0.640975,1
2.034982,-0.690893,-0.618587,0.891624,-0.7358,0
-0.82292,0.74466,-1.377679,0.076081,0.089112,1
2.932679,-1.418334,-1.359612,1.300672,0.531685,0
2.60079,-0.464178,-1.230987,1.483182,-0.308545,0
-1.200453,-0.802005,-1.948544,-0.566564,-0.113254,1
-1.70681,-0.959694,1.259583,-0.045552,0.138102,1
-1.576997,0.019122,1.628066,-0.848754,-1.595028,1
-1.824417,0.130434,0.664057,-0.37626,-0.953731,1
0.138848,-0.188617,-1.083043,-1.183446,0.784773,1
-1.843333,-0.825039,0.502842,0.486894,0.374427,1
0.345552,0.676535,0.533099,1.340493,1.024637,0
1.197385,0.662173,-0.379158,2.015934,-1.754477,0
-3.546012,-1.804017,0.285093,1.420159,-0.158165,1
-1.965705,-1.353238,1.688238,-1.2712,0.343774,1
1.418732,1.105785,-0.771543,0.688781,0.342618,0
-1.118543,-0.618856,-0.357487,-1.479221,0.432794,1
1.406685,0.649388,2.748223,0.640164,-0.744607,0
-2.629109,-0.565164,0.679957,1.531056,-2.02335,1
0.969601,1.75882,0.413408,-0.11131,-0.796819,0
-1.845873,-0.424475,-0.487377,0.519513,-1.202249,1
1.933738,-0.733158,0.205439,0.672809,-0.38701,0
1.032488,-0.000715,-0.222238,-0.170043,0.949458,0
-2.385471,0.031777,0.643638,-1.881937,0.75404,1
-2.101627,-0.314789,-1.464683,0.130539,-0.886481,1
-0.201446,0.978621,-0.978333,-1.215296,0.944223,0
1.970043,1.49807,-0.099376,1.711583,-0.384445,0
2.234696,-0.523721,0.536938,1.921642,0.06925,0
-3.285468,-0.638376,0.34618,0.759746,-0.305042,1
0.923135,-0.918418,-0.319352,-0.324048,-1.608577,0
3.21391,0.18404,-0.658107,-0.503784,-0.547126,0
0.867719,-1.106208,0.107493,-0.264876,-0.293575,0
0.130976,0.157863,-2.05688,0.081272,1.053779,1
-3.794132,0.512088,0.93107,1.363162,1.133447,1
1.497787,-0.325845,0.337071,0.246243,-1.417496,0
-1.772388,0.465906,-0.652156,0.313967,0.017299,1
-0.690383,0.005648,0.531406,0.053996,0.583726,1
1.651138,-1.426884,-0.64796,0.881097,-0.250848,0
0.952173,-0.440812,-1.360437,0.568859,1.554888,0
2.026084,-0.95074,-0.714784,-1.378915,-0.095922,0
-1.813581,0.245002,-0.288121,-1.4052,1.22083,1
-2.095651,1.235273,-0.090668,0.762764,-0.932882,1
1.408584,0.632297,1.199802,0.197266,-1.186325,0
2.83556,-0.029295,1.268685,0.986998,0.634109,0
-1.280812,-0.04724,0.849902,1.434923,-0.728415,1
1.185208,0.963019,-1.304524,1.219848,-1.823382,0
-1.772865,0.381245,0.409764,0.086024,-0.785278,1
-2.197896,0.084431,2.254705,0.120001,-0.817824,1
-1.801657,0.672895,-0.049065,0.091547,-0.801131,1
1.917368,-0.082815,1.39458,0.097013,-1.486054,0
1.72219,0.190869,0.89724,-1.308307,1.24876,0
-1.073613,0.31574,-1.460049,1.284226,1.714598,1
2.564775,0.788143,-0.261757,-0.587313,0.51429,0
-1.281739,-0.654607,0.736904,1.081903,-0.699618,1
2.930885,-1.22714,1.791961,0.663883,1.950956,0
2.095633,-0.578497,-1.954809,-0.02789,-1.14166,0
-2.051325,0.479417,0.07524,-0.260219,1.46842,1
-0.518426,-0.549908,1.114708,1.094037,-0.090721,1
1.877143,-0.183123,0.362727,-0.639867,-1.282778,0
1.724912,-0.801579,0.789866,-0.759511,0.839382,0
-2.713249,-0.678605,0.801742,1.258025,0.654725,1
1.538183,0.05743,-1.26456,1.041867,1.089086,0
-1.712035,0.759542,-0.685177,0.247271,-0.765082,1
2.532338,-0.440031,-0.329356,1.045456,0.386215,0
0.686133,-0.619535,-0.742767,0.987822,-0.490751,1
-2.264149,0.138828,2.425005,0.586231,-0.862902,1
-1.135989,-0.47129,-0.083367,-0.925526,-0.707804,1
-3.237818,0.407987,-0.432501,1.055291,0.50265,1
1.786625,0.626881,0.23371,-0.307249,0.295862,0
-2.398816,-1.355017,-0.638064,-1.740119,-1.713705,1
-2.106685,0.677891,-0.823485,1.29153,-0.456892,1
1.152403,0.812938,-1.703496,1.947618,-0.580693,0
1.993742,0.548206,0.370582,0.449722,-0.407318,0
1.732441,0.433425,-0.071122,-0.693522,0.29536,0
-1.573599,-0.794804,0.790477,0.750985,0.980358,1
1.726948,-0.667149,0.46469,0.559168,-1.821968,0
-2.584891,0.057756,-0.974064,-1.939938,0.971593,1
-1.240406,0.664918,-0.294967,-0.137061,-1.362211,1
0.063218,-0.786292,-0.279296,-1.478926,0.08891,0
3.89557,-0.152787,-1.813922,-0.620207,-0.816288,0
-3.03911,0.748515,-0.393478,0.044557,-0.044374,1
-1.718821,-1.107295,0.602261,1.246984,-0.639093,1
-1.925172,-0.231254,0.098313,-1.162393,0.129352,1
-2.520236,0.091327,-0.639613,-1.179787,-0.117088,1
-1.484776,1.321365,0.668866,1.126948,0.079155,1
2.013312,0.427705,0.195654,-0.40933,-0.429009,0
-1.993795,-1.097071,-1.827618,-1.317444,-0.156646,1
2.629145,0.643088,-0.160121,-0.455372,0.413126,0
-1.058252,1.361531,1.402606,0.489356,-1.523423,1
1.216124,1.65647,-0.72554,-1.128839,-0.473056,0
-2.049047,0.882038,0.184964,-0.159498,0.045879,1
2.109246,0.077681,0.124512,-0.167715,-0.338146,0
-2.704187,2.012973,-1.94668,0.011087,-0.571642,1
-0.873996,0.773222,0.933996,-0.696074,-0.112861,1
0.469078,-0.731882,0.127223,0.728026,0.71104,0
-2.270803,0.028543,-1.842278,1.206781,0.029586,1
-0.16877,0.263774,-1.146634,1.659521,-0.786301,0
-1.857485,-0.704437,0.31033,-1.261492,-0.764657,1
2.628124,0.22245,-1.480466,-0.754358,0.009463,0
1.359186,0.765972,-0.32322,0.435992,-1.951707,0
1.203267,-0.731891,-1.396778,0.18329,1.070848,0
-2.407056,0.278108,-0.138688,-0.570766,-1.37382,1
2.766678,-0.902536,0.247139,1.425442,0.015417,0
-0.880173,1.500005,-2.175877,-1.204771,-0.803832,1
-2.775118,0.499365,-0.815496,-2.058698,-1.226361,1
-2.369718,0.440099,2.092233,0.2481,-0.612732,1
-3.788356,1.469074,-1.142366,-0.593877,1.575846,1
0.771388,-0.873491,0.396388,0.249626,-0.708201,0
-1.612751,3.00966,2.493496,0.495203,-0.258596,1
-1.270039,0.541245,-0.996864,0.684353,0.362196,1
2.510411,-0.151587,-2.250737,-0.179169,0.280646,0
3.290212,-0.41939,-0.411451,-0.28487,-0.537788,0
1.88378,0.468409,-0.784754,0.511218,-0.66826,0
2.135151,0.071306,-0.036627,0.318226,-1.056345,0
-1.815375,0.504447,0.352239,-0.051396,-0.973032,1
-0.776887,-1.23778,0.866039,-0.739653,0.794832,1
1.83081,0.613865,-0.678869,0.193153,0.103109,0
-3.070444,1.267598,0.894125,0.000456,-0.606504,1
-2.264889,0.219436,-0.269201,0.428298,-0.841247,1
-3.463314,-0.900267,-1.225347,0.361455,0.164215,1
-0.256423,-0.24699,0.941062,-0.167654,-1.212211,1
1.333056,0.869751,0.665435,-0.011589,-0.596861,0
1.17503,-0.189456,-1.682379,0.411284,-1.167471,0
2.266423,0.321981,-0.771538,-0.502536,2.318492,0
1.152179,0.634932,-0.43892,-0.794551,0.290761,0
1.945761,-1.24451,0.093577,-0.904022,1.314727,0
1.671011,0.381484,-1.465556,0.446027,-1.486893,0
2.831646,-1.942146,0.863068,-1.176089,0.14936,0
0.97342,1.129444,2.375563,-0.452797,-0.940216,0
1.750376,-1.994679,-2.335832,0.460967,-0.546705,0
-2.272499,0.492701,-1.905093,-1.48193,0.472455,1
0.947463,-0.181967,-0.212131,0.34566,-0.133832,0
-1.70423,-0.603005,1.046925,0.713078,0.03027,1
2.652878,-0.817764,-0.930532,0.653947,-0.263565,0
-2.847973,1.502919,2.01436,0.036644,-0.946281,1
2.225766,-1.404382,1.312318,1.597395,2.136782,0
1.875905,-1.232368,-0.924846,-1.308458,0.664742,0
1.416741,-0.700346,0.081607,0.044845,0.196075,0
-0.045078,-0.904155,-0.523603,1.56832,-1.084717,0
-1.778284,-0.018791,0.681806,-0.406084,-0.539942,1
1.563037,-1.030143,-0.491364,-0.839245,0.292784,0
-1.856876,0.476608,0.092068,-1.554098,0.437434,1
-2.510851,-0.537565,-1.102708,0.915364,0.117103,1
-3.302602,-0.680003,0.354891,-0.751358,1.27699,1
2.675747,-0.668855,0.378939,0.130766,0.08107,0
-2.834533,1.550119,1.010952,0.826362,2.192893,1
0.995407,0.704774,0.319948,-0.559915,0.360378,0
-3.760425,0.83142,0.478706,0.754058,1.187649,1
-2.500967,0.658054,1.211559,-0.526547,-0.602027,1
0.577281,0.865549,-2.11912,1.189538,0.896669,0
-0.471975,-1.420998,-0.598423,-0.649258,-0.062712,1
-1.401686,-0.96776,1.314761,0.428535,-0.283799,1
-1.742765,0.44398,0.580735,0.204741,-0.747121,1
1.671872,-0.238344,-0.340467,-0.035561,-0.146884,0
1.331367,0.947505,0.370329,-0.615087,-0.03593,0
0.61603,-0.345507,1.57188,0.396531,-0.597428,1
-1.13567,-0.803329,1.397255,-0.020325,0.139021,1
1.723411,1.270825,2.430795,0.152997,0.881195,0
-1.9358,0.308632,-0.023391,0.741209,-1.326299,1
1.161144,2.422616,0.55424,0.911976,-0.314382,0
-1.968726,0.633892,2.110046,1.259195,-0.382566,1
-1.002974,-0.067648,0.478027,-0.265285,0.236151,1
2.7055,-0.696,1.299658,0.095666,-0.716271,0
-0.512127,-1.539387,-0.802835,-0.676115,-0.148523,1
2.969513,-0.70006,-0.699301,1.236457,0.424375,0
1.250458,-0.237059,-0.163413,-2.107938,-0.235692,0
-1.560455,-0.16623,0.003691,-0.272077,0.115296,1
2.816101,0.608322,-0.031029,-0.02868,-0.10986,0
-2.18462,-1.890634,-1.194004,-0.658918,-1.5541,1
-0.448271,2.118466,0.146681,-2.63065,-0.680146,1
0.583934,0.679536,0.695332,-1.438464,-0.230987,0
-0.171673,0.066281,0.486898,-0.171246,0.005128,1
1.48477,-1.800705,0.166093,0.157276,-2.197341,0
0.587333,-1.594209,0.173625,-1.300457,-0.047406,0
-3.529309,-0.592144,-0.64243,-0.592237,-0.444866,1
-3.476876,-0.545611,0.764855,0.659848,-0.205351,1
-1.624264,0.9898,0.215715,0.11893,0.560164,1
1.946908,-1.004912,-2.406277,0.375282,0.530381,0
1.383837,-0.567749,-0.4353,-0.388909,1.529076,0
0.853224,1.127389,-0.778809,1.139082,-0.256696,0
3.598039,0.289902,-0.147169,-0.766925,0.678519,0
-1.771927,-1.046447,0.687775,-1.628656,1.618611,1
-0.846791,-1.127115,-0.417381,0.054495,-0.226053,1
1.03727,-0.742054,1.506135,0.776457,-1.454109,0
-2.06838,0.480485,-0.043742,0.447249,-0.582047,1
-2.208645,0.047992,0.793624,0.137142,-0.377154,1
-0.879193,1.346469,-0.214,-1.138585,-0.270548,1
-2.154158,-0.021641,-0.181998,0.675723,1.253476,1
-2.374349,0.776555,-0.884715,0.022651,0.50278,1
2.078211,0.22515,-0.729121,1.694763,-0.168224,0
-1.104288,-1.223862,0.287896,0.294743,0.827724,1
-2.104728,0.594349,2.766574,-1.77201,-1.145521,1
-2.250085,-0.987285,0.318613,1.347938,1.138296,1
-1.069876,-0.837518,0.960243,-1.196914,0.172905,1
-1.949619,0.693452,0.586964,1.114919,-1.348748,1
2.94887,-1.430091,-1.002914,-0.204655,0.92199,0
-1.667956,0.214454,0.240332,-0.660599,-0.585284,1
-2.982277,-1.373473,0.819479,0.622268,-0.662426,1
1.787071,0.174322,-2.312472,1.246401,0.058332,0
2.548575,0.072728,-0.678035,-0.636481,-0.873491,0
-2.751022,-1.147927,0.60046,-0.865762,-0.168728,1
-1.988385,-0.427412,2.046588,0.083286,-2.189182,1
