-0.601f03+0.509f01-0.431f04+0.429f02-0.097f05,'-0.718f02+0.636f01+0.23 f04-0.148f03+0.064f05',0.843f05-0.495f04+0.185f03-0.09f02+0.035f01,0.611f04-0.547f03+0.507f05-0.189f01+0.186f02,-0.547f01-0.532f03-0.507f02-0.377f04-0.136f05,class
-0.557029,-0.731561,0.67439,-1.293157,0.414611,0
-1.991364,-0.172225,-0.375987,-0.251202,-0.927466,0
0.239899,-0.254545,0.383032,-1.526013,-0.686681,1
-1.055377,0.378285,0.804113,0.765191,0.574768,1
0.411388,0.703934,-0.160539,-0.174343,0.521625,0
1.731982,0.133102,-0.131866,0.035326,0.081154,0
-0.639755,-0.900581,0.413849,-2.277683,0.574453,0
1.121437,2.178895,-0.064169,-0.540113,-0.17116,0
-0.343651,0.460129,0.334022,-0.421837,1.963258,1
-0.790434,-0.659363,0.434782,-2.034749,0.144725,0
-1.033344,0.431501,0.877148,1.267823,0.624828,0
-0.812815,-0.988859,0.282306,-2.265817,-0.051391,0
-1.355146,-0.064744,-0.08856,-0.471902,-0.370753,1
0.098988,-1.156084,-0.44087,-0.167439,-0.553633,0
-1.296974,0.589059,-0.769733,0.866645,0.66477,0
1.546935,-0.842582,-0.260848,0.251861,0.361949,0
-1.107374,0.105751,-1.387847,-0.262611,0.370583,1
-1.583893,0.713455,-2.105842,0.784611,0.437279,0
1.648443,-0.163568,-0.097494,-0.733714,2.456033,0
-1.562083,0.688543,-0.953821,1.032434,0.377263,0
0.654016,0.752417,0.119369,-0.576504,0.32618,0
1.312949,-0.586539,1.00652,1.766167,-0.409373,0
-1.311178,0.372034,0.381971,1.345717,0.148468,1
1.26239,-0.224298,-0.324549,-0.167166,-0.859604,0
-1.395337,0.155168,-0.478152,0.315186,0.281537,1
0.652272,0.718691,0.104167,0.124521,0.787872,0
0.777634,2.562491,-0.00385,-0.696411,0.249561,0
-0.713555,-0.302214,-1.192478,0.157019,0.145096,0
1.410237,0.025282,2.32352,1.275716,0.090035,0
-0.932231,-1.1116,0.450186,-2.437637,-0.122405,0
2.080101,-1.917455,-0.218863,0.763138,0.110678,0
1.973172,-1.591634,-0.401214,0.523809,0.156609,0
-0.949241,-0.939947,0.491443,-2.472189,-0.068653,0
1.453654,-0.062585,0.114988,0.240864,0.235759,0
-1.451299,0.653862,0.464537,0.426362,-0.492119,0
1.872548,0.085731,-0.172806,0.01284,-0.02118,0
-1.367994,0.275266,-0.752107,-0.772509,-0.237136,1
0.576982,-0.162784,-0.544633,-0.159038,-0.105632,0
0.428238,-1.369298,-0.957945,0.089407,-0.363965,0
1.697675,-1.19865,1.432931,1.419686,0.009681,0
-0.396588,0.230112,3.058258,0.837266,1.224244,0
0.904654,-1.069609,-0.212313,0.087562,-1.132776,0
1.291114,-0.669555,-0.036006,0.328241,0.771339,0
1.109911,0.357635,-0.050252,-0.04247,0.602723,0
-1.311532,0.049896,-0.290479,0.017129,0.224243,1
1.771145,-1.191434,0.40724,1.413103,-0.444185,0
-0.403284,-0.31877,-0.152088,-2.308803,0.312863,1
-1.099938,0.692623,1.657932,1.836798,0.540014,0
1.819135,-1.382142,-0.391292,1.480447,-0.27265,0
-0.30266,0.152468,2.978148,0.544657,1.359699,0
-1.20697,0.311215,-0.479587,0.509745,0.937709,1
1.724606,0.035412,1.297507,0.849917,-0.068161,0
-0.827431,0.177494,0.856605,0.886556,0.725648,0
0.560149,-1.761325,-0.305282,0.29554,-1.013901,0
-1.690574,0.494474,-0.85374,0.814171,0.183796,0
-1.46105,-0.048806,0.599022,0.126049,-0.297359,0
-0.789319,-0.137514,0.995256,1.643345,0.016563,1
-0.576041,-0.892221,0.686133,-1.346364,0.226868,0
-1.710372,-0.2224,-0.742858,-0.819983,-0.973469,1
-0.624394,-0.900517,-0.380283,-2.394701,0.351962,1
2.01014,1.880099,-0.456459,-0.10454,-0.870484,0
-0.213502,-1.49877,0.814093,-1.614728,-0.524278,0
1.714701,-1.320549,-0.31514,1.486216,-0.429428,0
-0.558077,-0.227789,-0.08327,-1.049942,1.422981,1
-0.522383,-0.003143,-0.11931,-0.843275,1.411915,1
-1.612068,0.333967,0.232816,1.192215,-0.079455,1
0.056781,-0.782331,-0.203254,0.181364,0.011968,0
2.225812,-3.241541,-0.564008,0.896338,-0.189813,0
2.014907,2.207374,-0.070579,-0.459163,-0.569821,0
1.690628,2.395027,0.116946,-0.644326,-0.085225,0
-0.077026,-1.850498,0.256588,-1.340303,-0.792673,1
1.556587,0.864384,-0.330032,0.125045,-0.075511,0
1.364056,-0.275634,-0.152355,0.110695,0.445228,0
-0.487651,0.008072,1.856286,0.907583,-0.895368,1
1.366244,0.838801,0.149259,-0.049044,0.236747,0
-0.859265,-0.810354,0.83499,-1.672833,0.172255,0
-2.00198,0.651948,1.938887,1.840569,-0.53055,1
1.670979,-0.952001,-0.12309,0.507469,0.496562,0
-1.521494,0.727358,-1.787023,0.514432,0.103626,0
-0.983316,0.286171,0.573904,-0.159278,-0.000462,1
-1.070905,-0.83336,0.873976,-1.796727,0.091674,0
1.223831,1.853763,0.487001,-0.060475,-1.118745,0
1.023513,2.77664,0.08927,-0.729832,0.155372,0
-1.458889,0.559276,0.961778,0.11474,-0.118082,1
1.020872,-1.654622,0.247631,-0.479924,-0.755764,0
0.887161,0.941314,-0.20668,-0.382246,-0.140783,0
-0.21708,-0.764906,0.400483,-0.72219,0.588284,0
1.972487,1.340893,0.080112,-0.731413,-0.939221,0
-1.776578,0.360574,-1.017757,-0.329372,-0.245376,0
-1.855391,0.334911,-1.892275,0.253648,-0.114499,0
-0.498493,-1.216067,-0.767365,-0.359059,-0.877092,0
-0.096657,-0.135509,0.712059,-0.999598,1.696025,0
0.805364,0.882391,-0.465519,-0.400851,-1.171316,0
-0.48904,0.278985,3.608181,1.261597,1.2717,0
-0.811531,0.074644,1.095286,0.520249,0.383467,1
1.674332,-1.004987,-0.538509,1.061509,-0.039983,0
1.536858,-1.767871,-0.244748,1.325504,0.000719,0
-1.891539,0.408779,-0.849407,0.685908,-0.165041,0
0.1841,-1.008742,1.330331,-0.710896,-0.929168,0
-0.558026,-1.485562,0.410216,-1.941186,-0.583461,0
0.575954,0.698472,-0.288272,-0.29758,0.108484,0
-0.242019,0.063095,0.419857,-0.572433,1.674515,0
2.113498,-0.10911,-0.71232,0.472121,-0.689978,0
0.406554,-1.405037,-0.574079,0.088632,-0.696678,0
0.798084,1.058001,0.152195,-0.138087,0.225993,0
1.211936,-0.638929,-0.068198,0.32857,0.64374,0
0.189544,-0.329102,0.583025,-0.743785,1.555294,1
1.416428,2.996662,0.185769,-0.807865,0.222671,0
1.914381,2.399317,0.124483,-0.63479,-0.326248,0
1.028752,1.956541,0.358072,-1.435031,-0.67426,0
-1.573513,0.240036,-0.717626,0.597971,0.018253,1
1.103712,-0.75199,-0.224496,0.239272,0.885721,0
0.878358,1.146905,0.8821,0.583835,-0.952035,0
-2.292073,0.638632,1.588613,1.447163,-0.737178,1
1.237562,1.470898,0.169588,-0.730539,-0.205731,0
-0.331969,0.029986,-0.375759,-0.872734,1.546774,0
-0.781558,-1.065784,0.166222,-1.734041,0.617265,0
-0.786522,-1.099989,-0.120589,-0.289574,-0.781336,0
-0.526918,-0.996688,0.752036,-1.473355,0.077681,0
-1.448831,0.814567,1.652142,0.784913,-0.979968,1
-2.006257,0.483487,0.803865,0.586628,-0.503534,0
-1.476778,-0.119378,-1.430445,-0.08311,0.383555,1
-1.242335,0.455745,-1.940184,0.219361,0.550343,1
1.65997,-1.434516,-0.842533,1.011942,0.010578,0
2.297348,2.739952,0.127263,-0.767396,-0.698653,0
-0.957511,0.455273,1.545763,1.127101,0.804363,0
-1.075087,0.233163,-1.591438,0.09901,0.532389,1
-1.57514,0.061828,0.418506,0.19824,-0.234729,1
0.329578,-1.122862,0.091689,-0.83618,-0.060508,0
1.339509,3.369219,0.3461,-0.847645,-0.260143,0
1.633728,2.002658,-0.176928,-0.299892,-0.306903,0
1.276105,1.827869,-0.090004,-0.580096,-0.283093,0
0.000763,-1.535485,0.218062,-1.664506,-0.601967,0
1.019251,-0.18384,-0.920975,0.266738,0.523542,0
-0.32399,0.086106,1.820858,0.281042,0.965438,0
-1.948742,0.464747,1.126828,0.727554,-0.427079,0
-1.619201,0.405236,-0.720726,0.607103,0.143378,1
1.077152,2.037337,0.218264,-0.460168,0.054432,0
0.718236,1.961125,0.443454,-0.130778,-0.678427,0
0.502653,-0.344596,-0.250222,-0.179329,-0.074996,0
0.292189,-0.864908,-0.26356,0.010221,0.007003,0
1.261937,3.317663,0.136294,-1.060911,-0.562428,0
-2.047181,0.387615,-0.947578,0.778869,-0.326183,0
-0.260748,-0.874622,0.168569,-1.259465,0.434794,0
1.586851,-1.507097,-0.597534,0.346797,0.650827,0
1.005905,1.451496,-0.198946,-0.390924,0.043234,0
-0.931773,-0.768364,0.450723,-1.909036,0.276261,0
-1.356586,0.315665,1.432912,1.37774,-0.862983,1
0.229293,-0.794274,0.113579,0.302189,-0.256512,0
0.847313,0.244137,-0.350418,-0.226274,-0.34124,0
1.638795,-0.790216,0.118122,0.613441,0.493424,0
-1.572923,0.488652,-1.920483,0.498334,0.14963,0
1.749274,2.434676,0.228966,-1.051776,-0.805724,0
0.70285,0.557475,0.070653,0.139208,0.752933,0
1.595705,0.291014,0.146556,0.168595,0.163404,0
-0.384034,-1.020157,-1.959457,0.965075,-0.801915,0
-0.730871,-0.647966,-0.354307,-0.349876,-0.020846,0
1.20293,-1.128724,-0.244934,0.341582,0.752103,0
-0.894042,-1.12846,0.504076,-2.337472,-0.178018,0
1.290909,-0.96765,-0.230501,0.368076,0.723652,0
1.102953,2.026764,0.211187,-0.439868,0.037382,0
-0.707332,-1.072209,-0.723233,-0.453858,-0.702358,0
-0.81613,-0.951264,0.739585,-1.549886,-0.057744,0
0.544485,-1.659407,0.108127,-0.940844,-0.601198,0
1.450882,-1.058452,-0.267361,0.417221,0.63679,0
-0.626821,-0.852716,0.7188,-1.418185,0.21627,0
0.81301,1.021628,0.131571,0.09296,0.56164,0
1.620337,3.364017,0.373163,-0.791213,-0.045866,0
1.290049,2.313536,0.308163,-0.535394,-0.290729,0
0.131777,-1.604093,-0.587206,0.007127,-1.031313,1
-1.513852,-0.053816,-0.734554,0.790907,0.452125,1
-1.132845,0.23118,-0.198257,-0.096196,0.331514,1
1.358585,-0.978568,-0.233229,0.350049,0.637292,0
1.607177,-0.92093,-0.10423,0.474318,0.549889,0
1.495529,1.627434,0.223366,-1.092722,-0.873171,0
-1.274376,0.50313,0.854151,0.123723,-0.040888,1
-1.31475,0.414493,-0.924879,0.996464,0.117504,0
-0.513345,0.103784,4.500021,1.688212,0.879011,0
-0.828473,-0.229097,2.98358,-0.180987,-0.007039,1
-0.946853,0.493746,-1.807047,0.230715,0.86803,1
-0.662852,0.360434,-0.163073,0.17364,1.282445,0
0.974845,-0.002026,-0.18773,-0.095898,-0.266617,0
0.428162,-1.336303,-0.477571,-0.129834,-0.947277,0
-0.63392,0.446941,-0.425418,-0.794053,-0.560549,1
0.96827,0.85533,-0.304065,-0.312162,-0.606943,0
-0.935273,0.19735,-0.274578,0.191403,0.774459,1
0.804451,1.198067,0.110123,-0.076017,0.603,0
2.091428,-1.75133,0.027119,0.819575,-0.089348,0
-0.35323,-0.293931,0.403719,-2.050086,-0.269785,1
-1.316171,0.416835,1.082827,1.676087,-0.177196,1
-0.738752,0.467258,-1.684552,0.519619,0.308726,1
-1.733098,0.665018,-1.963169,0.020606,-0.294516,0
1.744518,2.371619,-0.085918,-0.42619,-0.399932,0
1.813257,1.273488,0.054026,-0.20546,-0.118028,0
-1.638695,0.008666,-1.672302,-0.629906,-0.041513,1
-0.87281,0.815694,-2.573239,1.427169,0.985525,0
1.190244,1.51276,-0.018963,-0.267307,0.253071,0
-1.746753,0.22068,1.625348,0.7228,-0.640411,1
1.381118,-0.822039,-0.130647,0.896463,0.072833,0
-2.039033,-0.184205,0.542619,0.007701,-0.791957,0
2.075964,2.345935,0.513939,-0.054229,-0.843305,0
-0.471043,-1.088558,-0.058534,-1.819912,0.128153,0
0.713207,0.415228,0.076332,0.296147,0.788133,0
-0.805818,0.259762,-0.115688,0.030663,1.097323,0
0.385071,-1.283478,-0.50213,-0.134146,-0.7407,0
0.336945,-1.701625,-0.683483,0.019628,-1.121994,0
1.545029,-0.047011,0.079625,0.785061,0.033856,0
-0.595376,0.2673,-0.803399,-0.174482,1.415593,0
-1.451577,0.683429,-2.409684,0.650211,0.498964,0
-0.762994,0.322423,1.328193,1.212137,0.874703,0
-1.191341,0.085594,1.562369,1.180519,-0.766318,1
0.891699,0.09268,-0.383157,-0.196869,-0.396911,0
0.588215,0.607289,-0.131093,0.026401,0.936646,0
1.315938,-0.989749,0.080536,0.502819,0.494673,0
-1.75641,0.499682,-3.011121,0.588013,0.06677,0
1.130549,1.224371,-0.015165,-0.344539,0.674618,0
-0.076523,0.442038,1.617259,1.11876,-0.924289,1
0.388689,-1.546261,-0.498724,0.238693,-0.375089,0
-1.018769,-0.109397,3.913315,0.440976,0.23313,1
1.132133,-0.042724,0.115207,0.231905,0.544097,0
1.403913,-1.594567,-0.21724,1.137182,0.143328,0
-1.117532,0.254981,-0.307273,0.180092,0.68641,1
-1.162114,0.309428,-2.154178,0.402664,-0.014342,1
-0.402302,-1.036734,0.628062,-1.21452,0.16688,0
1.634913,2.00414,-0.176845,-0.300332,-0.308176,0
0.948838,-0.759241,0.219498,1.326573,0.339762,1
1.052265,-0.086325,-0.316619,-1.018693,2.488205,1
-0.622176,-0.768579,0.692166,-1.364506,0.287643,0
-1.073479,0.400912,-0.594515,0.566311,0.383316,0
-1.166183,-0.363517,1.133552,0.806794,-0.934512,1
-0.792658,-0.284819,1.264684,-1.188281,0.014467,1
-0.702228,0.102389,1.071702,1.295881,0.484765,0
1.792283,-1.468317,-0.27919,1.596022,-0.637199,0
1.048878,1.425066,-0.296843,-0.308528,0.403222,0
0.492812,-0.050904,0.022408,-0.266838,0.60381,0
-0.371494,-0.412476,0.183765,-1.100493,0.587903,0
0.745469,-1.479387,2.087367,0.575928,-0.527223,0
-2.044766,0.674516,2.11298,1.526874,-0.682301,1
-1.297198,1.017223,0.609296,1.771462,0.041292,1
1.559163,-0.901081,-0.090266,0.442019,0.559511,0
-1.642208,0.108808,-1.380287,-1.207617,-0.221099,1
0.165804,-1.138669,0.461323,-0.975493,-0.427741,0
1.635082,-0.332426,-0.114723,0.721594,-0.137097,0
-1.63741,0.634198,-1.44933,-0.243229,-0.985971,1
0.910516,1.731181,0.455748,-1.765832,-1.017802,0
1.134978,0.834822,-0.08694,-0.30048,-0.214215,0
-1.615709,0.12797,-0.419885,0.113076,0.03301,0
0.208239,-0.653602,0.137558,0.206802,-0.216327,0
0.054933,-1.237195,-0.637145,-0.057618,-0.562914,0
0.870863,0.56705,-0.182463,-1.027393,3.775348,0
0.250007,-0.9688,-0.332276,0.168909,0.256157,0
-1.053614,0.319982,-0.558895,0.516848,0.367445,0
-0.186681,-1.4224,-0.70114,-0.08079,-1.10188,0
0.333155,0.339581,0.134092,0.011756,0.716463,0
1.433957,-1.091597,0.294427,1.548705,-0.082596,1
1.318504,1.895694,0.17209,-0.42146,-0.287612,0
-1.777592,-0.07895,-1.198264,-0.35223,-0.37841,0
-2.023992,0.091698,1.972303,0.652986,-0.874325,1
1.185174,0.420723,0.192329,-1.097808,-0.831272,0
-0.831296,0.484697,0.890684,1.43039,0.13594,1
-0.448485,-1.031846,0.893936,-1.627915,0.308636,0
0.928463,1.177972,-0.208823,-0.38428,0.188653,0
0.08669,-0.777291,-0.610527,-0.174983,-1.21666,1
0.37637,-1.929974,-0.747496,0.244073,-1.264456,1
-0.59277,0.883411,0.944048,0.231564,-1.214351,1
-0.325301,-0.145737,0.422056,0.651009,0.539872,0
1.402027,-0.843074,0.0688,0.517431,0.471404,0
1.068531,0.466635,-0.058446,-0.039766,0.668324,0
0.007852,-1.328697,-0.453206,0.41312,-0.895753,0
-1.777212,0.258079,0.837863,0.201183,-0.376987,1
0.067767,-1.034778,-0.208532,0.222392,0.005616,0
1.129324,-0.076265,0.124268,0.245393,0.560137,0
0.944763,2.100549,-0.897164,-0.28962,-0.54388,0
-0.194097,-0.139547,1.888202,-0.542737,-0.21463,1
-0.365539,0.07071,1.70944,0.353158,1.153615,1
-1.513381,0.435799,0.633315,0.01449,-0.567637,1
1.231838,1.591904,0.106145,-0.155301,0.151044,0
-1.207964,0.238901,1.544348,1.071903,0.218952,1
1.47946,1.747966,0.447822,-0.171953,-1.025467,0
-0.474834,-0.053791,2.605251,0.62379,0.760821,1
0.219262,-0.250028,2.270557,0.551122,0.638894,1
1.354552,-0.860366,-0.218284,1.035238,0.226804,0
-1.642723,0.181712,-0.482564,0.157615,-0.14497,1
0.10513,-1.126357,0.090729,-1.181314,0.158587,0
-1.793002,0.630962,-1.199035,1.302401,0.001067,1
-0.30344,-0.56222,0.301511,-1.503159,0.144294,1
2.237129,-0.969117,-0.335293,0.216156,-0.144819,0
-0.535768,-0.798283,-0.479346,-0.36249,-0.081826,0
1.994454,2.074521,0.055875,-0.548705,-0.359372,0
-1.849294,-0.312804,-0.358336,-0.226128,-0.891798,0
-1.925134,0.183981,-0.812168,0.583272,-0.398887,0
1.203356,2.881429,0.07713,-0.64892,0.290438,0
-1.249216,0.618021,1.323747,1.799953,0.535262,0
-1.571114,-0.520513,1.482511,0.859586,-1.029842,0
-1.760467,-0.363683,-0.772013,-0.656201,-0.625307,0
-0.822386,-0.879633,0.463581,-1.951817,0.360025,0
-0.344399,-0.791825,-0.979447,0.38477,2.013841,0
-1.593994,0.826976,1.941711,2.363467,0.232785,1
-0.294379,-0.906048,0.272634,-1.606459,0.344292,0
1.132935,-1.489215,-0.058833,-0.464065,-0.631167,0
-0.407103,-0.979273,0.322128,-1.511046,0.311806,0
0.889056,-0.288847,-0.310563,0.418573,0.701752,0
-0.49838,-1.223328,0.752452,-1.539721,-0.294279,0
1.167813,-1.441168,-0.058251,-0.440096,-0.617021,0
-2.262474,0.715352,2.515419,2.084838,-0.582207,1
-0.492866,0.165802,1.379336,-1.674497,-0.233438,0
-0.725105,0.159998,-1.823136,-1.154732,0.127882,1
-0.601106,-0.686199,-0.197988,-0.116211,-0.551788,0
-0.356282,-0.546049,-0.099223,0.014967,0.441579,0
1.073546,2.365153,0.432234,-1.608084,-0.891074,0
-0.486869,-0.705956,-0.270136,-0.406933,-0.078833,0
1.382754,-0.993651,-0.451518,0.93356,0.235019,0
0.819695,1.051069,-0.184235,-0.381187,0.025368,0
-0.180127,0.378136,0.268052,-0.907609,0.839419,0
-1.588954,0.073631,-0.375952,0.037492,-0.021134,0
2.19155,-1.942357,-0.696744,0.387349,0.203232,0
1.450926,0.877184,0.041976,0.165156,0.008897,0
-1.523012,0.598904,-2.296938,0.592975,0.165153,0
-1.572021,0.469641,-0.87911,0.884962,0.194469,1
0.946755,1.838019,-0.645436,-0.217121,-0.626317,0
-1.668319,-0.285681,1.349104,0.43469,-0.796313,1
-0.090303,-0.497183,-1.358441,0.240307,-0.865903,1
-1.283862,0.398087,1.64779,1.612856,0.311237,1
1.208011,2.223043,0.030155,-0.581196,-0.074243,0
0.490244,-1.089856,0.205239,-1.185043,-0.858706,1
-0.697519,0.140271,0.976357,1.230931,0.585695,0
1.710923,-0.757463,0.135853,0.55554,0.377026,0
1.484796,-1.485631,0.744238,1.760248,-0.405766,0
-1.535569,-0.099197,-0.125858,-0.340673,-0.000349,0
1.550466,-0.526218,-0.225786,0.206229,0.440578,0
-0.520664,-0.549353,-0.108737,-0.103924,0.054582,0
-1.868348,0.35593,2.047658,1.685023,-0.466356,1
-1.667237,0.583059,0.244153,1.612279,0.078826,1
-0.760901,-0.769022,2.39157,-0.851304,-0.002717,1
1.612002,2.312269,-0.009742,-0.495693,-0.184355,0
1.254038,-0.288215,0.035824,0.925758,0.188987,0
-1.058827,0.453499,-0.568518,0.627223,0.786028,0
1.283832,2.122418,0.166921,-0.326879,0.113418,0
-0.362524,-1.059134,0.266579,-1.540072,0.288059,0
1.300752,1.335968,0.134278,-0.040976,0.071328,0
1.751916,-1.891551,-0.870955,1.155159,0.049617,0
-1.016429,0.372381,-0.425443,0.433388,0.881787,0
-0.882102,0.324416,1.450727,1.418358,0.496288,1
-0.456519,-0.820193,0.667637,-1.24814,0.427382,0
-0.37727,-1.282102,0.714141,-1.403489,-0.137554,0
0.038928,-1.159117,0.08485,-1.052139,0.111827,0
1.198058,0.297723,-0.078622,-0.004199,0.568056,0
0.386508,-1.645233,-0.759892,0.254144,-0.870303,1
1.437741,2.33114,0.278313,-0.478095,-0.410023,0
1.263061,-1.180961,-0.235337,0.398389,0.611149,0
1.400823,1.603442,0.19217,-0.329189,0.112639,0
-0.444466,-0.447865,-0.891436,-0.614916,0.239363,0
-1.521247,0.020014,-1.245162,-0.635964,-0.879604,1
-1.173167,0.896687,-1.956371,0.721231,-0.113292,1
-0.131004,-0.587239,0.381705,-1.564936,-0.017254,0
-1.377517,0.67579,0.935136,0.252931,-0.154181,1
1.831131,-1.772945,-0.399981,0.540474,0.35714,0
1.216811,1.44521,0.314423,-0.53756,-0.195019,0
-1.850295,0.38128,0.663911,0.588905,-0.180442,0
0.659843,-1.48709,0.46936,0.076717,-0.009632,0
1.614362,-0.121165,-0.012997,0.733954,-0.214838,0
-0.035108,-0.092214,0.536913,-0.787864,1.376388,0
-1.136201,-0.634392,-0.119288,-0.302579,-0.353721,0
-1.68824,-0.049453,0.462833,0.934957,0.043703,1
1.031518,1.711766,-0.024384,-0.315918,0.410886,0
-1.440594,0.631874,0.574533,0.317229,-0.516208,0
-0.162762,-1.294225,-1.751171,0.899927,-0.832099,0
0.899926,0.417452,1.054028,0.781799,-0.796766,0
-1.200891,0.560249,-1.704687,0.37219,0.90102,0
1.663335,0.373749,-0.020044,0.04743,0.049121,0
-0.746339,-0.935829,0.769757,-1.591732,-0.069154,0
-1.424918,0.714942,0.933067,1.863552,0.462782,0
1.723613,-2.431971,-0.461796,0.75301,0.73731,0
-0.791974,0.039443,-1.189375,-0.257566,-0.935393,1
-1.544871,0.378616,-2.270992,0.39737,0.134323,1
-1.779162,0.848382,2.452461,1.962844,-0.546344,1
1.655578,-1.216335,-0.240963,1.473977,-0.422285,0
-0.524619,-1.24024,0.784314,-1.611081,-0.352176,0
-0.268192,-1.128287,-0.581725,-0.294611,-0.783672,0
0.198616,-1.370695,0.145861,-1.286547,-0.623005,0
0.570892,0.284834,0.457557,0.183321,-0.780802,0
0.674152,-0.142212,0.242512,-1.293778,-0.820176,0
-0.617337,-0.918654,0.138811,-1.967368,0.117093,0
-1.184626,-0.960088,0.536245,-2.501578,-0.151256,0
-1.272498,0.317694,2.188626,1.745631,-0.638785,1
0.461804,1.538728,0.498652,-1.890386,-0.693735,0
1.561922,-0.608788,-0.234943,0.284278,0.525679,0
-0.957123,0.368887,1.533877,1.516601,0.456081,1
-1.277721,0.914282,-1.853551,0.510543,-0.076706,0
1.451554,3.459441,0.084575,-0.9546,-0.529238,0
1.351325,1.750863,-0.04968,-0.313689,0.065918,0
-1.769376,0.541609,-2.090707,0.40123,0.123256,0
1.782242,-1.267496,1.160104,1.319852,-0.038856,0
2.352469,-1.314448,0.067202,0.742268,-0.173183,0
-0.037223,-0.004653,0.602828,-0.817656,1.716683,0
-1.337407,0.191563,0.482057,-0.248302,-0.515639,0
1.478714,-1.602358,0.572965,1.796222,-0.259858,0
0.634102,1.172497,0.133374,-0.162112,0.369159,0
-0.323935,1.155889,0.574432,0.087397,-1.040639,0
-1.312821,0.786829,2.158841,2.206287,0.352161,1
1.031465,-0.083668,-0.084937,0.106882,0.754497,0
-1.250287,-0.052873,-1.247686,-0.499714,0.31842,1
-1.960055,0.029426,-0.589057,0.139017,-0.720448,0
1.857775,-0.800502,0.131669,1.116859,-0.592965,0
-1.453494,0.64943,3.223851,2.750772,-0.010788,0
-0.80219,-0.097448,0.25309,-0.590701,0.895502,0
-1.265966,0.246377,1.205085,-2.040156,1.883802,0
-0.773858,0.378336,-0.199929,0.204151,1.255168,0
2.059303,2.279332,0.026237,-1.216506,-0.709567,0
-1.337685,0.317377,-0.722833,0.674324,0.139307,0
1.30209,0.469251,-0.253622,0.120312,0.209641,0
2.015022,-0.554095,-0.000044,0.9277,-0.692954,0
1.016473,-0.09706,0.033459,-0.581428,-0.231144,0
2.039126,-1.494148,-0.370162,0.46325,-0.018326,0
-2.147238,0.052597,1.701307,0.637869,-0.778573,1
-0.939231,0.392281,-0.472975,0.484057,0.73049,1
-1.154002,1.220246,2.198164,2.476683,1.593299,0
1.193818,-1.297588,-0.697564,0.931113,0.442045,0
-0.094682,-1.190129,0.108083,0.466812,-0.5522,0
1.65728,2.284353,0.175342,-0.800605,-0.487726,0
1.175642,-0.163962,-0.058974,0.616478,0.273902,0
-1.721429,0.27895,-0.937558,0.874531,-0.190258,0
0.230604,0.044495,0.386747,-1.968896,-0.660591,1
-0.39654,-0.869832,0.361565,-1.748726,0.44204,0
1.690185,-0.312711,0.177434,0.394557,0.232968,0
-0.231662,-0.605945,-0.338474,-0.082752,0.265416,0
-0.922218,0.209449,-0.210245,0.102384,0.83772,1
-1.421417,0.257146,-1.988497,0.069574,0.04547,1
-1.349445,0.841583,2.492441,2.58321,0.237138,0
-0.966405,0.363462,-0.571669,0.618363,0.62528,1
-1.898433,0.42305,0.611411,0.680733,-0.21173,0
-0.858524,0.260015,-0.584785,-0.777746,0.181015,1
1.441813,1.176933,-0.138372,-0.130511,-0.020362,0
1.548215,-1.135917,1.574403,1.399574,0.206735,0
-1.162376,0.860565,-1.933736,0.640412,-0.158537,1
-1.515554,0.146918,-1.944055,0.100105,-0.099351,1
0.519204,-0.938444,0.178332,-1.161453,-0.912436,1
-1.399452,0.472712,0.659002,2.299046,-0.242579,1
-1.185124,0.52885,1.564476,1.181029,-0.904842,1
-0.704022,-0.533062,-0.389113,-0.340251,0.089742,0
1.721942,-0.52837,-0.622475,0.620366,-0.09913,0
-0.967488,-0.525832,1.319659,1.044135,-0.927369,1
-1.038193,-0.731536,-0.210779,-0.12146,-0.360922,0
-1.906911,0.404034,-2.048209,0.287655,-0.016514,0
-1.621151,0.355531,-1.328535,-0.86876,0.046694,1
1.398375,-1.216894,-0.259981,0.47557,0.658557,0
-0.854915,0.319424,-0.335535,0.321192,0.880883,0
-1.456115,1.073369,1.592189,1.573646,-0.825226,1
0.772602,-0.324123,-0.390244,-0.011399,-0.064927,0
-0.252676,-0.410917,1.827947,-0.079113,0.697257,1
-0.65995,-0.576966,0.181322,-1.900034,0.184204,0
-0.442156,-0.817852,0.185425,-1.846336,0.026533,0
1.224658,-0.187359,-0.332804,-0.031297,1.301102,1
-0.193389,-1.047357,-0.315679,0.262177,-0.330378,0
0.353104,-0.206449,-0.178758,-0.094297,0.230714,0
-0.149979,-0.423488,0.093357,-1.29189,0.08326,1
1.282344,2.496852,-0.638314,-0.263772,-1.106479,0
1.608747,-1.004265,0.181308,0.635419,0.300099,0
-0.810157,-0.900248,0.483654,-2.08305,0.181005,0
1.835961,2.45305,0.116291,-0.633422,-0.214176,0
1.105727,1.929176,-0.026561,-0.520129,-0.135902,0
-0.984418,-0.856135,1.62018,-1.588151,-0.120739,0
-0.114821,-0.788984,0.109287,0.294197,0.202768,0
1.226032,-1.36651,0.8155,2.262869,-0.148634,0
-1.014543,0.283375,-0.319863,0.197835,0.614592,1
1.284504,1.004124,0.095139,-0.592692,-0.265793,0
1.583984,-1.29511,-1.135393,1.173168,-0.496478,0
-0.755672,-0.528785,0.710653,-1.429924,0.366166,0
-1.735053,-0.125942,0.626586,0.0226,-0.800754,0
1.211667,-0.962047,-0.221701,0.32802,0.764504,0
