-0.348f32-0.348f34-0.32f40-0.317f36-0.312f31...,0.273f21+0.252f56+0.248f23+0.236f53+0.235f09...,-0.445f56-0.372f57-0.292f50-0.285f55+0.248f19...,0.403f43+0.395f37+0.304f39-0.295f22+0.245f41...,'0.535f42+0.332f12+0.31 f29+0.27 f05-0.256f22...',class
0.728535,0.393031,-0.12469,-0.183655,0.080054,1
0.362018,-2.290668,-0.244994,-0.008357,0.122172,0
0.573903,1.177776,-0.753977,-0.222432,-0.372147,1
0.319659,-1.015523,0.046199,-0.947431,1.858932,0
0.298466,-1.736928,-0.103487,0.455651,-0.188538,0
0.127232,-1.283418,-1.578895,0.290634,0.065229,0
1.278852,4.152061,-0.528888,1.428746,0.121696,1
1.46145,2.599153,0.747873,0.595873,-1.180235,1
1.380906,2.66257,1.154287,0.677085,0.157041,1
1.150878,0.742665,2.564042,-0.903948,0.75909,1
-5.123005,-0.145155,-0.198733,2.039813,0.251295,0
0.544774,-0.832108,0.896182,-0.421339,2.612622,0
0.53415,-0.897811,0.781825,-1.115262,1.02419,0
1.165117,1.56331,0.756602,0.760616,-0.329516,1
0.669153,-0.154033,0.558386,-0.367706,0.030019,1
0.833375,0.047083,0.6678,0.315372,-0.701415,0
1.471971,2.876179,0.26947,0.653701,-1.178057,1
0.344502,-1.530835,0.101421,-0.647422,-0.359653,0
0.529345,-1.206179,-0.398364,1.02497,-1.345989,0
-1.39625,-0.568136,-0.364169,-0.455205,-0.231784,0
0.766377,-0.094819,0.166861,0.013937,-0.487746,0
0.034985,0.284839,-0.202228,-0.535147,-0.889361,1
0.631736,-0.580453,0.561873,-0.359716,-0.091646,0
0.890661,0.585184,0.397463,-0.121362,0.016461,1
0.915159,0.932151,1.436353,0.227586,0.294802,1
0.345912,-1.519906,0.080867,-0.655988,-0.353232,0
0.90706,0.411076,0.810764,-0.738984,-0.46045,0
1.429795,2.90529,-0.187959,0.245799,-0.359037,1
0.265967,-0.829585,0.327047,-0.777288,1.583411,0
0.909661,0.323523,0.686025,0.078169,-0.066009,1
0.523616,0.261777,-0.52729,-0.578089,-0.390827,1
0.933957,2.490949,-0.140536,1.435782,-0.133147,1
-0.918718,-3.227196,-4.230818,4.635655,-0.650159,0
-1.733436,-0.814303,0.101845,-0.384033,0.002872,0
1.155612,1.183488,2.56946,0.168022,0.618503,1
-2.590155,-0.235783,-0.659906,-0.242851,-0.080026,0
0.294329,-0.949239,0.064913,-0.846272,-0.549755,1
0.34443,-1.531206,0.102034,-0.647249,-0.359707,0
0.579443,-0.036524,-0.40533,0.13579,-0.653408,1
1.217883,5.12612,-1.119337,2.529197,-0.480498,1
-1.056716,-0.858244,-0.781579,-0.031576,0.118464,0
0.350514,-1.04868,-0.431507,-0.44214,-0.068344,0
0.448482,-0.603719,-0.055832,0.239973,-0.182543,0
0.348824,-1.500003,0.045453,-0.668461,-0.34499,0
1.092115,2.761343,0.285166,0.365372,-0.647004,1
-5.191142,0.703698,0.033982,1.780911,0.241505,0
1.557372,4.965184,-2.982586,1.179352,0.539197,1
0.271214,-1.232834,-0.323739,-0.808039,-0.758032,0
0.921659,0.330295,1.680795,0.160796,-0.48868,0
1.845792,4.649735,-0.584362,0.236484,0.008558,1
0.180505,-2.02443,0.174789,-1.188555,-0.780679,0
1.201375,2.33386,0.340776,0.235382,0.067698,1
0.656808,-0.458567,0.522089,-0.368095,-0.407171,1
-9.527174,1.584254,1.264926,-0.845802,-0.963214,0
1.463383,2.344921,-0.47505,-0.686114,-1.292158,1
0.550407,-0.415514,-0.623759,-0.959926,0.961925,0
0.368281,-0.876925,0.144447,-0.19758,0.196435,0
0.427057,-0.962036,-0.103151,-0.871507,0.107928,1
-1.21376,-0.863975,1.174707,-1.420805,3.771632,0
0.514501,-0.520027,-0.520975,-0.325208,-0.606046,1
0.953329,2.413121,-0.592343,0.385141,-1.270085,1
-6.565274,-0.371619,-1.126718,0.839186,0.574898,0
0.261219,-2.046785,0.211825,-0.076375,-0.698897,0
0.393311,-0.918005,0.50765,-0.025151,-0.234619,0
0.427263,-2.288163,-0.5568,1.168912,-1.87852,0
1.414305,3.205062,-1.514131,-0.146883,-0.043495,1
-0.271132,-0.990106,-0.629361,-0.51912,0.181416,0
0.098072,-1.55488,-0.560471,-0.488519,0.140092,0
1.103081,1.333336,1.022928,0.471078,-0.426596,1
0.82441,0.098831,0.345031,-0.363375,0.257157,0
1.819098,6.194484,-2.21069,1.699171,-0.35502,1
0.144545,-2.861944,-1.644222,2.734952,-0.99404,0
0.968613,0.908857,0.426144,0.052538,-0.508811,1
-1.831851,-2.792892,-0.515574,1.330552,-0.233271,0
0.806905,0.405867,0.840526,0.010282,-0.190644,1
-1.965415,0.844333,0.111726,-0.623069,-0.00482,0
0.962424,0.706906,1.024527,-0.327298,0.966059,1
-0.146544,-0.022196,0.929104,-0.306721,1.43023,0
0.451342,-0.554613,-0.305173,-0.126164,0.610864,0
-0.109026,-3.089374,-2.453893,3.505656,-1.062363,0
1.11652,1.36532,0.879687,0.040192,0.065334,1
-4.057726,0.034089,-0.766624,-0.229635,-0.29092,0
0.247942,-3.223741,-1.78287,3.70158,-2.806878,0
0.35181,-1.160979,-0.537088,0.016577,0.617309,0
0.446762,-1.361511,0.773427,-0.639502,0.580347,0
0.321705,-1.085556,-0.364632,0.033702,-0.378572,0
1.062758,1.040693,1.40849,0.164587,0.117354,1
0.879852,0.769704,0.298197,0.404226,-0.042039,0
1.267057,1.85898,1.245278,0.005675,0.101424,1
-1.060399,-0.33775,0.561492,0.305332,1.652759,0
1.09361,1.250773,1.102719,-0.223609,0.406011,1
0.345609,-1.522494,0.085428,-0.654554,-0.354393,0
0.220078,0.01023,-0.22165,-0.256864,0.274875,0
1.291509,1.494791,2.229028,0.689176,-1.947239,1
0.702689,-0.58898,0.745766,-0.891028,-0.931407,1
0.345581,-1.523176,0.0872,-0.653226,-0.355583,0
-2.838939,-0.983981,-0.622243,1.73079,0.173593,0
0.114685,-2.222814,0.205282,-1.405001,-0.949422,0
0.34809,-1.507183,0.059025,-0.662986,-0.349678,0
0.787394,0.511871,0.90845,-0.193238,0.354472,1
1.069019,1.342982,0.897761,-0.347846,-0.047226,1
0.930904,2.129604,-0.306954,0.952765,-0.229606,1
0.878031,0.660603,0.834512,-0.082792,0.072466,1
-0.198189,-0.807204,-0.28292,0.238505,-0.127375,0
-1.60668,-1.386222,-1.924889,3.549063,0.569308,0
-2.221377,-0.949288,-0.093929,-0.467213,-0.460215,0
-0.127195,-1.109344,-0.313766,-0.01929,0.307303,0
0.923845,1.289379,0.844242,1.383662,-0.130458,0
0.168209,-1.180796,-0.531308,-0.670196,-0.30227,0
2.051313,5.004573,0.047368,-1.482403,-0.044535,1
-16.784431,2.384812,0.886495,-1.060008,-0.934176,0
-0.688517,-1.657791,-1.612806,1.998731,0.104837,0
-1.372238,-1.031926,-0.821355,-0.360943,-0.177164,0
0.442212,-0.702074,0.710978,-0.135294,0.049579,0
-1.57305,-1.306588,-0.872298,-0.21757,-0.238064,0
0.773787,0.003477,0.580215,-0.065065,-0.822944,1
-0.675132,-2.299716,-1.768939,4.696756,1.543329,0
1.216461,1.931702,0.49206,-0.075914,0.438652,1
0.718506,1.330146,1.018661,-0.091352,0.687843,1
1.362353,2.018551,2.6855,1.107871,0.217385,0
1.500854,3.222745,1.04175,0.480268,0.203975,1
-0.562058,-1.056717,0.046739,-0.505416,-0.099807,0
0.148603,-2.055414,-1.097861,0.806333,0.233163,0
0.029134,-1.188678,0.152321,0.267908,-0.337184,0
-2.019525,-0.649986,0.327609,-0.502793,-0.745556,0
0.153149,-2.106819,0.187221,-1.278686,-0.850868,0
-1.207484,-0.600877,-0.794903,-0.875183,0.311198,0
-0.360533,-1.194217,-0.079341,0.168199,1.064727,0
1.349208,4.273286,-1.707893,1.839785,-0.200008,1
0.760153,-0.355262,0.964289,-0.41778,-0.73269,1
0.064678,-0.484293,0.794104,1.065531,1.602537,0
1.324349,3.110119,-1.282778,-0.890699,0.584971,1
0.193128,-0.281685,-1.851209,-0.167445,0.13983,0
1.624303,3.017277,2.202276,0.67763,0.105339,1
0.191653,-0.211835,1.062937,-0.342072,0.119511,1
0.908222,0.03312,-0.994168,-3.253255,-2.401143,1
0.487621,-0.976668,-0.411241,-0.958111,-0.051688,0
-1.055994,-1.175831,-0.388467,0.809878,1.669095,0
0.823995,0.381408,0.072957,0.084418,-0.01671,0
0.684939,-0.835893,0.937762,-0.14999,-0.639188,0
0.133313,-0.739498,-0.090877,-0.515459,0.734562,0
0.057141,-2.396273,0.232014,-1.59418,-1.096931,0
0.39973,-0.329787,-2.515191,-0.166884,0.646572,0
-0.552601,-1.243003,0.514452,-0.905325,0.687372,0
-0.434697,-0.990733,-1.720265,0.459348,0.736909,0
0.315909,-1.563981,-0.174864,-0.037723,0.301165,0
0.429457,-1.350904,0.060136,0.340704,-0.807986,0
-0.40195,-1.614501,-1.967856,0.527316,0.218941,0
0.526139,-0.125251,0.036627,-0.329841,-0.030745,1
0.461196,-1.287715,-0.643846,-0.13256,0.227929,0
-0.500497,-0.204326,-0.736078,0.151931,-0.167038,0
0.423865,0.010087,0.955447,0.326529,-0.469426,1
0.114685,-2.222814,0.205282,-1.405001,-0.949422,0
1.102612,1.200507,-0.204045,-0.914404,-0.50225,1
1.177551,1.501884,1.25216,0.155701,0.107457,1
0.346899,-0.167916,-2.790628,-0.35798,0.678844,0
-1.25558,-0.665282,2.676225,-3.408915,10.85247,0
0.91967,0.507459,0.846127,0.406394,-0.425635,1
-7.824413,0.423739,-0.687726,1.876669,0.123298,0
-1.342769,-0.83822,-0.738121,1.614287,-0.0824,0
-0.534735,-0.040272,-0.074943,-0.321788,0.472742,0
0.618182,-1.002265,1.208643,-0.370792,-1.056594,0
0.119294,-0.742192,-1.454416,-0.149789,0.0936,0
0.025114,-1.459795,-0.525672,-0.563607,0.089729,0
1.065148,1.052228,1.401704,0.164048,0.116244,1
0.6673,-0.910828,1.41895,-0.31705,-1.185733,0
0.330048,-1.547006,-0.229738,1.173603,1.273322,0
0.328135,-0.801956,0.444786,-0.282176,0.142343,0
-0.536829,-1.55052,-0.290705,-0.353818,0.212459,0
0.414428,-1.329993,0.136674,-0.658276,-0.484242,0
-0.045014,0.157809,0.625803,-0.636513,3.258388,0
-1.35001,-0.821343,0.261775,-0.464207,0.436815,0
1.002697,0.85002,1.585875,0.000769,0.04028,1
1.044735,2.018312,-1.970288,-1.154662,0.961969,1
1.008205,0.948585,1.195446,0.138755,-0.346702,1
0.265036,-1.759006,-0.519888,1.076362,-0.743751,0
0.470665,-0.951027,0.050444,-0.511599,-0.356103,1
-3.463934,-3.107886,-1.106577,1.941902,0.688329,0
0.605492,-0.999076,0.355435,0.376878,-0.990995,0
0.677912,-0.08095,0.538383,-0.251837,-0.172305,1
0.093692,-1.496719,-0.401627,-0.786787,-0.33833,0
0.607212,0.020228,-2.468821,-1.430885,0.028204,1
-0.119541,-1.469685,-0.146901,-0.483227,0.280963,0
0.354892,-1.900598,-0.190869,0.087769,-0.928985,0
0.242507,1.298582,1.392444,0.104335,0.742405,0
0.344183,-0.507223,-2.784311,0.011915,0.348569,0
0.932787,1.012278,0.784917,0.241786,-0.565297,1
0.317129,-1.527434,-0.62512,-0.168336,-0.013507,0
0.540286,1.108369,0.300676,0.379269,0.037796,1
0.350908,-1.100092,0.137517,-0.856318,0.155204,0
-0.009932,-1.680018,-0.51401,-0.093181,-0.401609,0
1.016708,0.981513,1.249153,0.340228,-0.501666,1
0.441743,0.224563,1.384282,-0.004461,1.670241,0
0.281534,-1.290237,-0.363485,-0.822866,-0.254729,1
0.161648,-0.456623,-1.15283,-0.462455,0.072271,0
0.799399,-0.050296,1.266754,-0.817049,0.586125,1
0.606983,-0.719765,0.83216,0.352206,0.15366,0
0.346264,-1.517174,0.075729,-0.65813,-0.351627,0
-2.221613,1.073758,0.635577,-0.110972,-0.583874,0
0.67977,0.235155,1.129975,0.087012,-0.296139,1
0.455892,-1.180146,-0.032843,-0.297401,0.784087,0
0.416644,-1.334659,0.173194,-0.643754,-0.503643,0
0.058128,-0.807294,-0.38717,-0.463369,0.307506,0
-6.510408,1.728526,-1.033779,0.448719,0.35324,0
0.346502,-1.517039,0.076352,-0.656978,-0.353185,0
0.347281,-1.515376,0.075509,-0.654991,-0.356457,1
0.693702,-0.057456,0.577395,-0.234873,-0.211197,1
0.816204,0.455627,0.5396,0.493379,-0.83645,0
1.020589,2.044342,1.096465,0.374845,-0.298082,1
0.575168,-0.828981,-0.142002,2.47567,-0.526304,0
1.378669,2.929833,-0.527554,0.564116,-0.166281,1
0.737594,0.080045,0.991783,-0.259585,-0.285156,1
1.031629,1.424522,0.939324,-0.683301,0.233185,1
-7.728376,-0.182126,-1.343229,2.652826,0.763546,0
-0.263547,-0.876121,-0.518443,-0.289898,0.392565,0
1.429283,3.20941,-0.569336,0.612853,-0.14285,1
0.80742,0.355223,0.928004,0.209842,-0.27728,1
-1.2479,-0.260451,0.262828,-0.072926,1.39424,0
0.286057,-0.359777,-0.27926,2.992865,0.425313,0
1.423803,4.991672,-7.605038,-3.618623,3.024027,1
0.267447,-0.856104,-0.665556,-0.44403,-0.464636,1
0.306203,-2.283061,-0.84492,1.527382,-1.087079,0
-4.668841,-1.272512,-0.068503,-1.453154,4.31188,0
0.546401,1.43209,-0.150429,-0.070756,0.076942,1
1.155612,1.183488,2.56946,0.168022,0.618503,1
0.602448,-0.930798,0.742015,-0.321869,-0.712349,0
0.616175,-1.0141,0.401442,0.053559,-0.922352,0
0.516934,-0.770426,0.239273,0.493721,0.029379,0
0.942278,0.481657,1.148784,0.162961,-0.467979,1
1.548282,2.949135,1.185368,0.959834,-0.469513,1
0.694813,-0.61034,0.737705,-0.891487,-0.915622,1
0.468823,-1.706915,0.188249,-1.169388,-1.101842,0
0.197302,-0.521952,0.224114,-0.468175,-0.074336,1
0.61502,-0.616793,0.312434,-0.699166,0.380868,1
1.008516,0.947397,1.196938,0.138716,-0.346699,1
0.838283,0.141158,0.982769,-0.458543,0.143511,1
0.460561,-0.043462,-0.56719,-0.137453,0.245076,0
0.274422,-0.674914,-1.735315,-0.481589,0.082502,0
0.961766,-0.258853,0.185968,2.745492,-1.075801,0
0.057141,-2.396273,0.232014,-1.59418,-1.096931,0
1.019565,1.136307,1.310622,0.074745,0.186463,1
0.622739,-0.508149,0.455434,-0.395349,-0.336585,1
0.683328,-0.57911,1.201376,-0.259784,0.7385,0
-0.424111,-1.885192,-0.991162,2.239816,-0.528246,0
0.444542,-0.616534,-0.313767,-0.265604,-0.071863,0
0.67437,0.411115,-0.827521,-0.541068,0.407331,0
1.288802,1.692241,1.666632,0.583074,-0.073819,1
-0.882953,-1.047441,-0.279941,0.322818,0.96773,0
0.834173,0.529566,-0.511779,-0.545418,-0.54267,1
0.448969,-0.877781,0.67223,0.3524,-0.729622,0
0.665939,-0.122203,0.526557,0.756002,-0.145744,1
1.461436,2.619832,1.440545,1.39794,-0.492296,1
0.659984,0.00671,0.099072,0.617252,0.242855,0
-0.753434,-0.92919,0.408502,-0.978077,1.370745,0
0.623904,-0.82477,0.754404,1.091259,-1.33764,0
0.129868,-0.953797,0.084752,0.360282,1.469277,0
0.106214,-2.080369,-0.816442,-0.20043,0.615818,0
0.732878,0.334384,0.111291,-0.161839,-0.189416,1
0.47058,-0.747479,0.128392,-0.477993,0.166506,1
1.224233,1.224151,2.464211,-0.882282,-0.736589,1
1.154715,1.13833,1.058421,0.728874,-0.100215,0
0.450164,-1.260258,0.09042,-0.446667,1.515326,0
0.633888,-0.565199,1.144594,-1.363309,1.757697,0
-0.275932,-0.377685,-0.266992,-0.477051,0.002807,0
-2.625025,-0.146982,-0.35568,0.271897,-0.398084,0
-0.084545,-1.943703,-0.412777,-0.519613,1.155637,0
1.746283,4.257379,-1.368465,0.002787,0.194349,1
0.344574,-1.530463,0.100807,-0.647594,-0.3596,0
0.207303,-0.998563,-0.269124,0.40481,-0.964723,0
0.232553,-2.072938,0.059254,-1.083273,0.247488,0
-0.189636,-0.689897,-1.092994,-0.069689,0.487633,0
0.886984,0.12112,1.368011,0.294233,-0.194844,1
1.415211,4.11189,-1.480135,1.582817,-0.04574,1
0.213149,-1.29625,-0.686542,0.980253,0.686246,0
0.151095,-0.584369,-0.338295,-0.299328,0.798413,0
0.641614,-0.646578,0.657461,-0.421993,-0.475421,0
0.763383,-0.451764,-1.514625,-3.733138,-2.739516,1
1.003536,0.948865,0.175778,0.15194,-0.104561,1
0.549501,1.184218,0.332074,0.437021,0.016193,1
0.276443,-1.503359,-0.275637,-0.66204,-0.088151,0
0.288613,-1.317132,-0.550607,0.792831,-0.31177,0
0.89415,0.594755,0.402619,-0.119048,0.018398,1
-0.432943,-0.800161,0.150376,0.06802,0.036514,0
-1.772081,-1.633511,-0.434827,0.153654,0.462772,0
0.498975,-0.725905,0.443818,-0.291815,0.070926,0
-0.080896,-0.179165,1.012071,-0.514642,-0.177803,0
0.575202,-0.522909,0.88258,-0.552389,2.993224,0
0.430662,-1.247648,0.138653,-0.546856,0.227571,0
0.621547,-0.716461,-1.982319,-3.145593,-2.339242,1
0.739455,-0.74473,-3.915323,-6.561463,-5.006311,1
0.788448,-0.182934,0.62877,0.183842,-0.882759,0
0.352314,0.27955,0.159187,0.65134,0.181004,1
-3.220653,-1.352164,-0.713374,-0.543214,0.094754,0
1.264017,2.841164,0.11463,0.782778,0.455878,1
0.114685,-2.222814,0.205282,-1.405001,-0.949422,0
-0.073609,-4.956387,-4.238252,1.723256,3.552735,0
1.311394,1.793835,1.762822,0.637629,-0.098088,1
0.958474,2.347802,-0.541301,0.383214,-1.255959,1
0.456744,-1.243843,0.101402,-0.36897,-0.518262,0
-0.313498,-1.590189,-0.250245,-0.645818,-0.326717,0
-0.633999,0.021392,-0.07173,0.247277,-0.654965,0
1.027693,1.155332,1.247825,0.242694,-0.389282,1
-0.387792,-2.031651,-0.763989,0.597881,3.980482,0
0.782412,0.250692,0.521053,-0.14787,-0.084023,1
0.66038,0.23349,0.701174,0.096572,-0.775968,1
1.170766,-0.174128,2.876558,1.84656,-1.841224,0
-0.134066,-2.984215,0.886201,-3.119721,7.055733,0
0.278222,-0.815543,-0.662279,-0.442913,-0.488731,1
0.037682,-1.26504,-0.14411,-0.347939,-0.366174,0
0.468823,-1.706915,0.188249,-1.169388,-1.101842,0
0.828629,0.746274,0.364713,-0.278483,-0.869488,1
0.884381,0.321752,1.383406,0.129735,-0.928707,0
2.058962,3.942054,4.140688,1.896645,-3.25603,1
0.443365,-1.309106,0.377812,-0.498344,-0.483625,0
0.734357,-0.396934,0.837871,0.445606,-0.861025,0
0.433469,-1.400208,0.510295,-0.26588,0.044659,0
0.539823,-1.00113,0.301324,-0.636057,-0.751107,0
1.42318,2.31996,1.159095,0.413013,-0.418489,1
1.151389,1.456887,1.073362,-0.315996,-0.049733,1
0.791117,0.165441,1.59695,0.008241,0.540157,0
-0.089041,-0.465735,-0.07301,-0.939557,-0.943391,0
0.240761,-0.107926,-0.313043,-0.33703,0.501652,0
0.450261,-0.599859,-0.139025,-0.187132,-0.044141,0
0.820745,0.400636,0.541882,-0.129996,-0.087979,1
-0.357427,-1.223689,-1.410514,-0.775676,-0.103616,0
0.657488,-0.072218,-0.225706,-0.285001,-0.086966,1
0.297283,-2.025607,0.216667,0.323006,-0.64709,0
0.463768,-1.306962,1.080527,-1.324779,2.626628,0
0.114685,-2.222814,0.205282,-1.405001,-0.949422,0
0.183364,-1.344071,-0.302013,0.832998,0.449975,0
0.597004,-0.255549,0.572163,-0.292877,-0.485641,1
0.6158,-1.796355,-5.148833,-6.890996,-6.041413,0
0.458871,-0.00567,1.030917,-1.702973,2.845653,1
1.821549,6.206444,-2.211376,1.704223,-0.35761,1
1.470228,2.364168,-0.423489,-0.727592,-1.208726,1
0.305482,-0.23029,-1.179377,-0.183463,0.238263,0
0.619968,-0.627242,0.24204,-0.168758,-0.486174,0
-3.937427,-1.10155,-0.793598,0.728264,0.142997,0
-0.334756,-1.098125,-0.692002,0.548469,0.399537,0
-2.757735,1.20098,0.903348,0.553542,-0.140869,0
0.965704,1.341099,0.880266,0.312711,0.182851,1
0.236668,-0.606407,-1.830838,-0.519996,0.003044,0
1.321323,2.407538,0.228418,0.813211,-1.22769,1
0.329086,-1.14061,-0.406523,0.744501,-0.987662,0
-5.802164,-0.446815,-0.462462,1.450851,-0.060606,0
-2.452555,-1.155696,-0.646625,1.251039,0.358115,0
0.923285,0.704557,1.312228,0.107285,-0.886011,0
-0.170248,-2.345682,-1.807569,2.474337,0.835882,0
0.273731,-2.305335,-0.430561,-0.286086,0.129813,0
0.754371,-0.25018,0.798639,-0.232234,-0.635626,1
0.462351,-0.151705,0.338071,-0.275962,-0.308799,1
0.672719,-0.885089,1.71767,-0.351085,2.130535,0
0.612113,-1.520333,3.291176,-6.295193,18.082046,0
1.55769,4.96644,-2.982888,1.179439,0.53877,1
-9.997327,1.634627,1.088636,-0.411398,-1.038608,0
0.376493,-1.210858,-0.054866,-0.483725,-0.384658,0
-2.501774,-1.325097,-1.672792,-0.290393,1.190987,0
0.727367,-0.279032,0.895972,-0.830333,-0.02344,1
0.863355,0.660175,0.397445,-0.058118,0.023013,1
-0.261995,-0.876641,-0.514372,-0.288995,0.392789,0
0.886941,0.52438,0.480942,-0.270195,-0.260115,1
-0.197317,-0.934586,-0.63496,-0.304808,0.32866,0
1.298057,1.723783,1.678932,0.588794,-0.067845,1
0.616866,-0.807863,0.731827,-0.272936,-0.639255,0
0.668026,-0.560603,1.008521,-0.179881,-0.507991,0
0.815208,-0.294427,0.990878,0.715403,-1.09611,0
0.540286,1.108369,0.300676,0.379269,0.037796,1
0.468823,-1.706915,0.188249,-1.169388,-1.101842,0
0.716888,-0.685999,0.873379,0.32583,-0.999889,0
0.470787,-1.179138,0.202056,-0.649973,-0.601779,0
0.65767,0.170052,0.752425,-0.05997,-0.504346,1
-0.917409,-2.772697,-3.809151,3.728856,-0.980416,0
0.782867,0.045868,0.889962,-0.117418,-1.182149,1
0.844272,0.273859,0.998818,0.385294,-0.672413,0
-3.163539,-2.809157,-0.970516,0.250294,0.933467,0
-0.119462,-0.255777,-1.703098,-0.209173,0.285021,0
1.240223,3.012479,0.510383,1.519959,-0.729575,1
0.679694,0.592068,-0.3748,-0.376211,-0.167261,1
0.391643,-0.135166,0.057226,-0.346163,-0.509323,1
0.233697,-0.574512,-0.194748,-0.391188,0.292404,0
0.325042,-1.849614,-0.212151,-0.508525,-0.875085,0
0.511147,-0.963889,0.65067,-0.764005,1.268021,0
0.697524,-0.160665,0.526134,0.018165,-0.166267,1
0.776646,2.183609,2.048667,0.152153,-0.164224,1
1.222567,2.119442,0.218476,0.124221,-0.619171,1
0.920133,-0.133988,1.308134,-0.118739,-1.262995,1
0.321014,-0.86942,0.113224,-0.094624,-0.41693,0
0.23589,-2.571253,-0.040989,-0.194823,0.006703,0
0.412613,-1.154583,-0.047493,0.62165,-0.175021,0
0.152415,-1.304744,0.072431,-0.293791,0.009946,0
0.601406,-0.890451,0.514215,-0.469764,-0.504004,1
0.795785,-0.656114,1.673752,0.579404,0.06191,0
-4.119521,-0.77011,-0.42442,0.36581,-0.034267,0
1.156747,1.662984,0.168042,-0.490196,0.589584,1
0.383523,-1.219985,-0.04439,-0.391025,0.366769,0
0.348042,-1.527352,-0.115607,0.127178,-0.176759,0
0.114757,-2.222442,0.204669,-1.405173,-0.949368,0
-0.140247,-0.221515,0.460856,0.246634,0.910769,0
0.108783,-2.300643,-1.56109,3.705146,0.338739,0
-1.868154,-1.361104,-0.167489,-0.853344,-0.056356,0
0.238095,-1.085066,0.083962,-0.013497,-0.368821,0
0.692858,-0.863554,0.962804,0.202234,-0.978279,1
0.63257,-0.772884,-0.048507,0.546987,-1.073069,0
-0.03868,-2.685009,0.276141,-1.909468,-1.342645,0
-0.585511,-1.339658,0.101235,-0.481838,-0.289711,0
-0.273672,-0.813605,-0.482347,-0.348503,-0.09094,0
0.042212,-1.28609,0.066068,-0.526715,0.559073,0
0.730782,-0.005658,0.862939,-0.081604,-0.168201,1
0.534218,-0.834229,0.226876,-0.51613,-0.179049,0
1.719568,5.931802,-3.323499,1.732574,0.027093,1
0.34443,-1.531206,0.102034,-0.647249,-0.359707,0
0.37017,-1.593547,0.107929,1.262012,-0.206126,0
0.46194,-0.950753,0.00024,-0.570407,0.126604,0
-4.085498,-2.625679,-1.43672,0.858869,1.324442,0
-0.172338,-1.526444,-0.1217,-0.338431,1.428454,0
0.34443,-1.531206,0.102034,-0.647249,-0.359707,0
0.631941,-1.59259,-4.061983,-5.694194,-5.362392,0
-0.77759,-0.507149,-3.173866,-0.969038,0.179279,0
0.865888,0.660097,0.403672,-0.059252,0.020914,1
0.346264,-1.517174,0.075729,-0.65813,-0.351627,0
0.232687,-0.012396,0.408642,0.171709,-0.646008,1
0.892491,1.059498,-1.039204,-0.595306,0.261124,1
0.024331,-0.450913,0.238964,-0.409464,-0.601492,1
0.475262,-0.822918,0.560484,-0.358316,0.375847,1
1.389413,3.03894,-0.506593,0.594235,-0.121584,1
0.468823,-1.706915,0.188249,-1.169388,-1.101842,0
-0.033071,-1.560533,-0.06582,-1.042437,2.035502,0
0.786039,0.353872,0.780974,0.020232,-0.176728,1
1.778798,5.59536,-0.47907,2.113881,1.570768,1
0.772134,0.537353,-1.608535,-0.960109,0.018993,1
0.280517,-0.535698,-1.107927,-0.087386,-0.517972,1
0.463683,-0.04723,-0.261663,-0.376939,-0.163647,1
0.343557,-0.056438,-1.316482,-0.328005,0.237373,0
1.535697,5.861557,-2.638903,2.440047,-1.692448,1
0.220481,-0.390385,-0.630179,-0.71012,-0.06757,1
-18.464814,4.268625,2.60257,-1.396692,-0.025754,0
0.856421,1.013229,1.165893,0.953181,-1.19449,1
1.14024,1.424129,1.042944,-0.327802,-0.055959,1
0.753837,-0.051751,0.228466,1.265864,-0.666559,0
0.220779,-1.325652,-0.631152,-0.360018,-0.176918,0
0.549193,-0.623918,0.124954,-0.426627,-0.496681,0
1.375169,4.438795,-6.177723,-2.932737,2.472013,1
-4.127422,-0.285298,-1.959269,-2.764817,-2.519273,0
0.73899,-0.628784,1.26278,0.191362,-0.822146,0
-0.870817,-1.350275,-0.335787,0.497029,1.607096,0
1.062433,1.03976,1.407075,0.163006,0.118953,1
-5.137622,0.348318,-1.05959,2.478463,0.595847,0
0.46124,-0.696424,0.054664,-0.425759,-0.493191,0
1.199421,1.647157,1.179165,-0.013333,0.169098,1
-1.896945,-0.7505,-0.656766,0.375871,-0.008566,0
0.310871,-2.080654,-0.509302,-0.539669,0.294612,0
0.856694,0.359392,0.731444,1.065556,0.252455,1
1.623746,3.50237,2.364881,0.949546,0.106508,1
0.838701,0.143076,0.981943,-0.458383,0.143095,1
-2.282483,-0.776857,-0.978987,-0.144069,-0.173563,0
-1.019261,-1.124052,0.784817,-1.019183,1.213258,0
0.689455,-0.769581,1.105101,-0.111878,-0.80349,0
0.101717,-0.850539,0.335221,-1.179617,0.896139,0
0.344502,-1.530835,0.101421,-0.647422,-0.359653,0
0.574803,-0.993856,0.668795,-0.360973,-0.67602,0
0.34561,-1.523822,0.089235,-0.651411,-0.357312,0
0.194379,-1.201739,0.009549,-0.555338,-0.539626,0
0.600113,-0.905578,0.969796,-0.39475,0.023302,0
1.215522,2.6452,-0.405801,-0.054624,-1.667211,1
-0.324206,-0.501276,-0.741559,-0.331816,0.269338,0
0.574801,1.521056,-1.521416,-0.916995,-0.20983,1
-1.454529,-0.801044,-0.227603,-0.412531,0.920279,0
0.114685,-2.222814,0.205282,-1.405001,-0.949422,0
0.612034,0.11937,-0.448015,0.157986,-0.705961,1
